Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
362,839.00,1.000,-12.588,8.6010668437248e+01,2.2217,72.6792,0.3919,12.2771,0.3936,0.0000,0.8102,0.0000,0.4858,0.0000,0.0000,1.9667,3.3774,4.0278,0.0000,3.5903,0.0000,0.0000,0.0000,0.0000,-1.4120308061393e+03,-1.1679515982382e+03,2.1946608632025e+02,3.8714042305687e+01,1.1567829181535e+02,5.7770760e-01,4.7962506e-02,1.1534624e-03,3.6865634e-03,0.0000000e+00,2.5013700e-02,0.0000000e+00,7.5726279e-03,0.0000000e+00,0.0000000e+00,2.6275625e-02,3.1292101e-06,6.0843029e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8207418e-01,6.3868,2.3791894763626e+01,0.6292,-4.1083847573455e+02,-2.9671447684230e+02,1.0261920993976e+02,3.7811137458176e+01,4.3233042161882e+01,-1.8228692818738e+03,-1.4646660750805e+03, 3.2208529626001e+02, 7.6525179763863e+01, 1.5891133397723e+02, 5.4482487474718e-02,-3.3209839908496e-02, 7.1195504071780e-04, 4.3397271343854e-04, 4.7631263585401e-03,-6.3449745678694e-04, 1.2303355771868e-04, 1.6389336245927e-05
363,838.00,1.000,-12.608,8.5704907564999e+01,2.2216,72.7367,0.3917,12.2476,0.3905,0.0000,0.8023,0.0000,0.4818,0.0000,0.0000,1.9568,3.3649,4.0397,0.0000,3.5880,0.0000,0.0000,0.0000,0.0000,-1.4068286753721e+03,-1.1639918992331e+03,2.1854544943437e+02,3.8577349504705e+01,1.1522838310699e+02,5.7833301e-01,4.8062606e-02,1.1418106e-03,3.6719102e-03,0.0000000e+00,2.4884894e-02,0.0000000e+00,7.5208897e-03,0.0000000e+00,0.0000000e+00,2.6159912e-02,3.0859407e-06,6.0669622e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8250022e-01,6.4020,2.4097663824460e+01,0.6353,-4.1571875415657e+02,-3.0089799365112e+02,1.0333863415532e+02,3.7930085927604e+01,4.3647574384301e+01,-1.8225474295286e+03,-1.4648898928842e+03, 3.2188408358969e+02, 7.6507435432309e+01, 1.5887595749129e+02, 5.4602450564465e-02,-3.3223832310622e-02, 7.1368815665995e-04, 4.3425625395609e-04, 4.7406769176536e-03,-6.3190231577542e-04, 1.2288757466542e-04, 1.6380138187004e-05
364,837.00,1.000,-12.628,8.5401114109485e+01,2.2216,72.7939,0.3916,12.2181,0.3875,0.0000,0.7945,0.0000,0.4778,0.0000,0.0000,1.9470,3.3523,4.0515,0.0000,3.5858,0.0000,0.0000,0.0000,0.0000,-1.4016594714796e+03,-1.1600568920722e+03,2.1763057191132e+02,3.8441480686378e+01,1.1478144782268e+02,5.7895730e-01,4.8162744e-02,1.1302575e-03,3.6573070e-03,0.0000000e+00,2.4756467e-02,0.0000000e+00,7.4694891e-03,0.0000000e+00,0.0000000e+00,2.6045770e-02,3.0430856e-06,6.0495585e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8292778e-01,6.4173,2.4401460981403e+01,0.6413,-4.2056623434828e+02,-3.0505618456505e+02,1.0405262349537e+02,3.8047808020647e+01,4.4059827131336e+01,-1.8222257058278e+03,-1.4651130766373e+03, 3.2168319540669e+02, 7.6489288707024e+01, 1.5884127495401e+02, 5.4722362074761e-02,-3.3237276518024e-02, 7.1542516605643e-04, 4.3453504510065e-04, 4.7183614145827e-03,-6.2932224470007e-04, 1.2274140668714e-04, 1.6370915830073e-05
365,836.00,1.000,-12.648,8.5099293502068e+01,2.2215,72.8509,0.3915,12.1887,0.3844,0.0000,0.7868,0.0000,0.4739,0.0000,0.0000,1.9374,3.3397,4.0634,0.0000,3.5835,0.0000,0.0000,0.0000,0.0000,-1.3965232908307e+03,-1.1561466759355e+03,2.1672146679449e+02,3.8306439611550e+01,1.1433749086136e+02,5.7958046e-01,4.8262928e-02,1.1188026e-03,3.6427533e-03,0.0000000e+00,2.4628418e-02,0.0000000e+00,7.4184246e-03,0.0000000e+00,0.0000000e+00,2.5933185e-02,3.0006456e-06,6.0320928e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8335686e-01,6.4325,2.4703280870611e+01,0.6473,-4.2538082072534e+02,-3.0918895331468e+02,1.0476116387714e+02,3.8164299254746e+01,4.4469794350677e+01,-1.8219041115560e+03,-1.4653356292502e+03, 3.2148263067163e+02, 7.6470738866296e+01, 1.5880728521203e+02, 5.4842218177008e-02,-3.3250170320062e-02, 7.1716605580203e-04, 4.3480906308749e-04, 4.6961804397079e-03,-6.2675733007425e-04, 1.2259506462438e-04, 1.6361670163814e-05
366,835.00,1.000,-12.667,8.4799450589695e+01,2.2215,72.9077,0.3913,12.1594,0.3814,0.0000,0.7791,0.0000,0.4700,0.0000,0.0000,1.9279,3.3269,4.0752,0.0000,3.5811,0.0000,0.0000,0.0000,0.0000,-1.3914202197764e+03,-1.1522613419184e+03,2.1581814542977e+02,3.8172229757635e+01,1.1389651630597e+02,5.8020245e-01,4.8363164e-02,1.1074455e-03,3.6282484e-03,0.0000000e+00,2.4500749e-02,0.0000000e+00,7.3676946e-03,0.0000000e+00,0.0000000e+00,2.5822141e-02,2.9586216e-06,6.0145661e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8378745e-01,6.4478,2.5003118712029e+01,0.6532,-4.3016242771188e+02,-3.1329621180416e+02,1.0546424282291e+02,3.8279555537544e+01,4.4877470812469e+01,-1.8215826474883e+03,-1.4655575537226e+03, 3.2128238825267e+02, 7.6451785295179e+01, 1.5877398711844e+02, 5.4962015208703e-02,-3.3262511662589e-02, 7.1891081413593e-04, 4.3507828540776e-04, 4.6741345352584e-03,-6.2420765249184e-04, 1.2244855919960e-04, 1.6352402163958e-05
367,834.00,1.000,-12.687,8.4501589635368e+01,2.2215,72.9643,0.3912,12.1302,0.3784,0.0000,0.7715,0.0000,0.4661,0.0000,0.0000,1.9186,3.3140,4.0870,0.0000,3.5788,0.0000,0.0000,0.0000,0.0000,-1.3863503346652e+03,-1.1484009730328e+03,2.1492061747043e+02,3.8038854318787e+01,1.1345852742517e+02,5.8082327e-01,4.8463458e-02,1.0961858e-03,3.6137918e-03,0.0000000e+00,2.4373462e-02,0.0000000e+00,7.3172976e-03,0.0000000e+00,0.0000000e+00,2.5712625e-02,2.9170142e-06,5.9969796e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8421957e-01,6.4631,2.5300970308923e+01,0.6590,-4.3491097972529e+02,-3.1737788010904e+02,1.0616184945540e+02,3.8393573165508e+01,4.5282852109894e+01,-1.8212613143905e+03,-1.4657788531418e+03, 3.2108246692582e+02, 7.6432427484295e+01, 1.5874137953507e+02, 5.5081749673905e-02,-3.3274298646638e-02, 7.2065943064837e-04, 4.3534269081634e-04, 4.6522241954745e-03,-6.2167328664676e-04, 1.2230190101117e-04, 1.6343112792956e-05
368,833.00,1.000,-12.707,8.4205714320814e+01,2.2214,73.0206,0.3911,12.1010,0.3754,0.0000,0.7639,0.0000,0.4623,0.0000,0.0000,1.9094,3.3011,4.0987,0.0000,3.5765,0.0000,0.0000,0.0000,0.0000,-1.3813137018943e+03,-1.1445656442388e+03,2.1402889088773e+02,3.7906316207048e+01,1.1302352667810e+02,5.8144288e-01,4.8563816e-02,1.0850230e-03,3.5993828e-03,0.0000000e+00,2.4246556e-02,0.0000000e+00,7.2672321e-03,0.0000000e+00,0.0000000e+00,2.5604620e-02,2.8758240e-06,5.9793343e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8465322e-01,6.4784,2.5596832045199e+01,0.6647,-4.3962641112474e+02,-3.2143388644380e+02,1.0685397448785e+02,3.8506348821481e+01,4.5685934657004e+01,-1.8209401130190e+03,-1.4659995306826e+03, 3.2088286537558e+02, 7.6412665028529e+01, 1.5870946133510e+02, 5.5201418243440e-02,-3.3285529526906e-02, 7.2241189628486e-04, 4.3560225931759e-04, 4.6304498668680e-03,-6.1915430136510e-04, 1.2215510052668e-04, 1.6333802999564e-05
369,832.00,1.000,-12.727,8.3911827749014e+01,2.2214,73.0767,0.3910,12.0720,0.3724,0.0000,0.7565,0.0000,0.4585,0.0000,0.0000,1.9004,3.2881,4.1104,0.0000,3.5741,0.0000,0.0000,0.0000,0.0000,-1.3763103779589e+03,-1.1407554224743e+03,2.1314297198082e+02,3.7774618053401e+01,1.1259151571879e+02,5.8206128e-01,4.8664246e-02,1.0739567e-03,3.5850210e-03,0.0000000e+00,2.4120033e-02,0.0000000e+00,7.2174965e-03,0.0000000e+00,0.0000000e+00,2.5498113e-02,2.8350512e-06,5.9616313e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8508842e-01,6.4937,2.5890700882879e+01,0.6704,-4.4430866616219e+02,-3.2546416713107e+02,1.0754061021478e+02,3.8617879572496e+01,4.6086715686869e+01,-1.8206190441211e+03,-1.4662195896053e+03, 3.2068358219560e+02, 7.6392497625897e+01, 1.5867823140565e+02, 5.5321017755384e-02,-3.3296202710449e-02, 7.2416820335288e-04, 4.3585697215327e-04, 4.6088119484258e-03,-6.1665075963194e-04, 1.2200816807494e-04, 1.6324473718310e-05
370,831.00,1.000,-12.747,8.3619932448875e+01,2.2213,73.1326,0.3909,12.0430,0.3695,0.0000,0.7491,0.0000,0.4547,0.0000,0.0000,1.8915,3.2750,4.1221,0.0000,3.5717,0.0000,0.0000,0.0000,0.0000,-1.3713404095372e+03,-1.1369703667134e+03,2.1226286539310e+02,3.7643762209882e+01,1.1216249540379e+02,5.8267845e-01,4.8764754e-02,1.0629864e-03,3.5707057e-03,0.0000000e+00,2.3993894e-02,0.0000000e+00,7.1680892e-03,0.0000000e+00,0.0000000e+00,2.5393088e-02,2.7946962e-06,5.9438718e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8552516e-01,6.5090,2.6182574357404e+01,0.6761,-4.4895769889701e+02,-3.2946866654118e+02,1.0822175049653e+02,3.8728162865933e+01,4.6485193246713e+01,-1.8202981084342e+03,-1.4664390332546e+03, 3.2048461588963e+02, 7.6371925075815e+01, 1.5864768865051e+02, 5.5440545214402e-02,-3.3306316754509e-02, 7.2592834551920e-04, 4.3610681178254e-04, 4.5873107920680e-03,-6.1416271864584e-04, 1.2186111384116e-04, 1.6315125869237e-05
371,830.00,1.000,-12.767,8.3330030380239e+01,2.2213,73.1882,0.3908,12.0142,0.3665,0.0000,0.7417,0.0000,0.4510,0.0000,0.0000,1.8827,3.2618,4.1338,0.0000,3.5693,0.0000,0.0000,0.0000,0.0000,-1.3664038335810e+03,-1.1332105280303e+03,2.1138857412933e+02,3.7513750751819e+01,1.1173646580019e+02,5.8329436e-01,4.8865345e-02,1.0521118e-03,3.5564365e-03,0.0000000e+00,2.3868140e-02,0.0000000e+00,7.1190088e-03,0.0000000e+00,0.0000000e+00,2.5289529e-02,2.7547589e-06,5.9260569e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8596345e-01,6.5243,2.6472450572637e+01,0.6816,-4.5357347310591e+02,-3.3344733702754e+02,1.0889739074324e+02,3.8837196525634e+01,4.6881366192741e+01,-1.8199773066870e+03,-1.4666578650578e+03, 3.2028596487257e+02, 7.6350947277453e+01, 1.5861783199294e+02, 5.5559997791156e-02,-3.3315870364406e-02, 7.2769231780786e-04, 4.3635176186274e-04, 4.5659467030962e-03,-6.1169022987300e-04, 1.2171394786150e-04, 1.6305760357576e-05
372,829.00,1.000,-12.787,8.3042122939033e+01,2.2213,73.2436,0.3907,11.9854,0.3636,0.0000,0.7344,0.0000,0.4473,0.0000,0.0000,1.8741,3.2486,4.1454,0.0000,3.5669,0.0000,0.0000,0.0000,0.0000,-1.3615006774088e+03,-1.1294759496647e+03,2.1052009957272e+02,3.7384585480164e+01,1.1131342619357e+02,5.8390899e-01,4.8966026e-02,1.0413322e-03,3.5422128e-03,0.0000000e+00,2.3742772e-02,0.0000000e+00,7.0702537e-03,0.0000000e+00,0.0000000e+00,2.5187422e-02,2.7152394e-06,5.9081879e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8640329e-01,6.5397,2.6760328195708e+01,0.6871,-4.5815596218958e+02,-3.3740013885885e+02,1.0956752789879e+02,3.8944978748107e+01,4.7275234184885e+01,-1.8196566395984e+03,-1.4668760885236e+03, 3.2008762747151e+02, 7.6329564228271e+01, 1.5858866037845e+02, 5.5679372822008e-02,-3.3324862391664e-02, 7.2946011660035e-04, 4.3659180723216e-04, 4.5447199405879e-03,-6.0923333909786e-04, 1.2156668001573e-04, 1.6296378073286e-05
373,828.00,1.000,-12.807,8.2756210962911e+01,2.2213,73.2988,0.3906,11.9568,0.3608,0.0000,0.7272,0.0000,0.4436,0.0000,0.0000,1.8656,3.2352,4.1570,0.0000,3.5645,0.0000,0.0000,0.0000,0.0000,-1.3566309588058e+03,-1.1257666670936e+03,2.0965744150411e+02,3.7256267924007e+01,1.1089337509706e+02,5.8452234e-01,4.9066803e-02,1.0306473e-03,3.5280342e-03,0.0000000e+00,2.3617790e-02,0.0000000e+00,7.0218222e-03,0.0000000e+00,0.0000000e+00,2.5086750e-02,2.6761374e-06,5.8902658e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8684470e-01,6.5550,2.7046206451353e+01,0.6926,-4.6270514907232e+02,-3.4132704014615e+02,1.1023216042280e+02,3.9051508098086e+01,4.7666797680770e+01,-1.8193361078782e+03,-1.4670937072397e+03, 3.1988960192691e+02, 7.6307776022093e+01, 1.5856017277783e+02, 5.5798667807918e-02,-3.3333291831526e-02, 7.3123173962983e-04, 4.3682693388777e-04, 4.5236307179510e-03,-6.0679208648731e-04, 1.2141932002363e-04, 1.6286979890874e-05
374,827.00,1.000,-12.827,8.2472294740850e+01,2.2212,73.3537,0.3905,11.9282,0.3579,0.0000,0.7201,0.0000,0.4400,0.0000,0.0000,1.8572,3.2219,4.1685,0.0000,3.5621,0.0000,0.0000,0.0000,0.0000,-1.3517946861922e+03,-1.1220827081580e+03,2.0880059813135e+02,3.7128799345008e+01,1.1047631026559e+02,5.8513437e-01,4.9167682e-02,1.0200566e-03,3.5139000e-03,0.0000000e+00,2.3493196e-02,0.0000000e+00,6.9737129e-03,0.0000000e+00,0.0000000e+00,2.4987497e-02,2.6374526e-06,5.8722919e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8728769e-01,6.5704,2.7330085112321e+01,0.6980,-4.6722102603455e+02,-3.4522801671341e+02,1.1089128826289e+02,3.9156783501957e+01,4.8056057924580e+01,-1.8190157122267e+03,-1.4673107248714e+03, 3.1969188639424e+02, 7.6285582846965e+01, 1.5853236819017e+02, 5.5917880412623e-02,-3.3341157819968e-02, 7.3300718596853e-04, 4.3705712895781e-04, 4.5026792036801e-03,-6.0436650668330e-04, 1.2127187744048e-04, 1.6277566669135e-05
375,826.00,1.000,-12.847,8.2190374017967e+01,2.2212,73.4084,0.3904,11.8997,0.3551,0.0000,0.7130,0.0000,0.4364,0.0000,0.0000,1.8489,3.2084,4.1800,0.0000,3.5596,0.0000,0.0000,0.0000,0.0000,-1.3469918587095e+03,-1.1184240931241e+03,2.0794956610594e+02,3.7002180739575e+01,1.1006222870352e+02,5.8574509e-01,4.9268670e-02,1.0095595e-03,3.4998099e-03,0.0000000e+00,2.3368991e-02,0.0000000e+00,6.9259242e-03,0.0000000e+00,0.0000000e+00,2.4889649e-02,2.5991846e-06,5.8542675e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8773224e-01,6.5858,2.7611964494567e+01,0.7033,-4.7170359462597e+02,-3.4910305203522e+02,1.1154491283916e+02,3.9260804243982e+01,4.8443016942277e+01,-1.8186954533354e+03,-1.4675271451593e+03, 3.1949447894509e+02, 7.6262984983557e+01, 1.5850524564580e+02, 5.6037008462032e-02,-3.3348459631633e-02, 7.3478645602600e-04, 4.3728238068341e-04, 4.4818655217908e-03,-6.0195662885609e-04, 1.2112436165140e-04, 1.6268139250838e-05
376,825.00,1.000,-12.867,8.1910448005828e+01,2.2212,73.4629,0.3903,11.8713,0.3522,0.0000,0.7060,0.0000,0.4328,0.0000,0.0000,1.8408,3.1949,4.1915,0.0000,3.5572,0.0000,0.0000,0.0000,0.0000,-1.3422224663993e+03,-1.1147908348194e+03,2.0710434055445e+02,3.6876412843585e+01,1.0965112667995e+02,5.8635445e-01,4.9369771e-02,9.9915565e-04,3.4857634e-03,0.0000000e+00,2.3245176e-02,0.0000000e+00,6.8784545e-03,0.0000000e+00,0.0000000e+00,2.4793188e-02,2.5613327e-06,5.8361938e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8817838e-01,6.6011,2.7891845446903e+01,0.7086,-4.7615286548668e+02,-3.5295213709787e+02,1.1219303701449e+02,3.9363569959244e+01,4.8827677529551e+01,-1.8183753318860e+03,-1.4677429719173e+03, 3.1929737756893e+02, 7.6239982802830e+01, 1.5847880420950e+02, 5.6156049942014e-02,-3.3355196676577e-02, 7.3656955153366e-04, 4.3750267838911e-04, 4.4611897526593e-03,-5.9956247680466e-04, 1.2097678186818e-04, 1.6258698462558e-05
377,824.00,1.000,-12.887,8.1632515389966e+01,2.2212,73.5172,0.3902,11.8430,0.3494,0.0000,0.6990,0.0000,0.4293,0.0000,0.0000,1.8328,3.1814,4.2029,0.0000,3.5547,0.0000,0.0000,0.0000,0.0000,-1.3374864903358e+03,-1.1111829387310e+03,2.0626491510253e+02,3.6751496135855e+01,1.0924299974009e+02,5.8696246e-01,4.9470992e-02,9.8884451e-04,3.4717601e-03,0.0000000e+00,2.3121751e-02,0.0000000e+00,6.8313022e-03,0.0000000e+00,0.0000000e+00,2.4698100e-02,2.5238963e-06,5.8180720e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8862611e-01,6.6165,2.8169729343524e+01,0.7138,-4.8056885821548e+02,-3.5677527029953e+02,1.1283566507207e+02,3.9465080628231e+01,4.9210043243551e+01,-1.8180553485512e+03,-1.4679582090305e+03, 3.1910058017461e+02, 7.6216576764087e+01, 1.5845304298364e+02, 5.6275002996913e-02,-3.3361368497595e-02, 7.3835647553552e-04, 4.3771801245887e-04, 4.4406519336625e-03,-5.9718406903464e-04, 1.2082914712498e-04, 1.6249245114460e-05
378,823.00,1.000,-12.908,8.1355452669551e+01,2.2212,73.5716,0.3895,11.8148,0.3468,0.0000,0.6924,0.0000,0.4257,0.0000,0.0000,1.8249,3.1678,4.2143,0.0000,3.5523,0.0000,0.0000,0.0000,0.0000,-1.3327641256059e+03,-1.1075836316226e+03,2.0542853987442e+02,3.6627027944824e+01,1.0883620108988e+02,5.8757196e-01,4.9482238e-02,9.7861751e-04,3.4592695e-03,0.0000000e+00,2.3007591e-02,0.0000000e+00,6.7829986e-03,0.0000000e+00,0.0000000e+00,2.4604901e-02,2.4867738e-06,5.8001703e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8907543e-01,6.6319,2.8446733047905e+01,0.7190,-4.8497127066003e+02,-3.6058984799630e+02,1.1347488158100e+02,3.9565676557401e+01,4.9591453678120e+01,-1.8177353962659e+03,-1.4681734796189e+03, 3.1890342145542e+02, 7.6192704502225e+01, 1.5842765476800e+02, 5.6393797200485e-02,-3.3366950140171e-02, 7.4014694148097e-04, 4.3792841267626e-04, 4.4202001573201e-03,-5.9481803660163e-04, 1.2068137671391e-04, 1.6239866294849e-05
379,822.00,1.000,-12.928,8.1078208254364e+01,2.2212,73.6266,0.3873,11.7865,0.3444,0.0000,0.6863,0.0000,0.4219,0.0000,0.0000,1.8170,3.1541,4.2258,0.0000,3.5500,0.0000,0.0000,0.0000,0.0000,-1.3280369347756e+03,-1.1039772928720e+03,2.0459265114702e+02,3.6502632871044e+01,1.0842919385180e+02,5.8818560e-01,4.9317397e-02,9.6846681e-04,3.4496774e-03,0.0000000e+00,2.2911007e-02,0.0000000e+00,6.7321627e-03,0.0000000e+00,0.0000000e+00,2.4514077e-02,2.4498764e-06,5.7827384e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8952635e-01,6.6473,2.8723902292380e+01,0.7242,-4.8937844707250e+02,-3.6441208145973e+02,1.1411262485402e+02,3.9665673863465e+01,4.9973158921068e+01,-1.8174153818481e+03,-1.4683893743317e+03, 3.1870527600104e+02, 7.6168306734509e+01, 1.5840235277287e+02, 5.6512365461712e-02,-3.3371917404132e-02, 7.4194068221433e-04, 4.3813390155110e-04, 4.3997861410843e-03,-5.9246125249172e-04, 1.2053339156734e-04, 1.6230644364333e-05
380,821.00,1.000,-12.948,8.0802985134888e+01,2.2211,73.6814,0.3851,11.7584,0.3420,0.0000,0.6803,0.0000,0.4182,0.0000,0.0000,1.8093,3.1405,4.2372,0.0000,3.5476,0.0000,0.0000,0.0000,0.0000,-1.3233438131753e+03,-1.1003969255567e+03,2.0376263548742e+02,3.6379103610937e+01,1.0802520207265e+02,5.8879776e-01,4.9152847e-02,9.5840785e-04,3.4400962e-03,0.0000000e+00,2.2814549e-02,0.0000000e+00,6.6816762e-03,0.0000000e+00,0.0000000e+00,2.4424561e-02,2.4134038e-06,5.7652525e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.8997888e-01,6.6626,2.8999047463344e+01,0.7293,-4.9375170768946e+02,-3.6820775703872e+02,1.1474480904657e+02,3.9764403877732e+01,5.0352536968252e+01,-1.8170955208648e+03,-1.4686046825955e+03, 3.1850744453399e+02, 7.6143507488669e+01, 1.5837773904091e+02, 5.6630841151378e-02,-3.3376318329884e-02, 7.4373827814282e-04, 4.3833439554713e-04, 4.3795120072865e-03,-5.9012038144515e-04, 1.2038537436557e-04, 1.6221410724033e-05
381,820.00,1.000,-12.969,8.0529778527021e+01,2.2211,73.7359,0.3829,11.7303,0.3397,0.0000,0.6743,0.0000,0.4145,0.0000,0.0000,1.8017,3.1268,4.2486,0.0000,3.5453,0.0000,0.0000,0.0000,0.0000,-1.3186846795588e+03,-1.0968424835842e+03,2.0293847685544e+02,3.6256439003519e+01,1.0762421633788e+02,5.8940842e-01,4.8988588e-02,9.4844008e-04,3.4305258e-03,0.0000000e+00,2.2718221e-02,0.0000000e+00,6.6315372e-03,0.0000000e+00,0.0000000e+00,2.4336339e-02,2.3773546e-06,5.7477140e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.9043303e-01,6.6780,2.9272173365703e+01,0.7343,-4.9809113379117e+02,-3.7197692488083e+02,1.1537144738228e+02,3.9861868625277e+01,5.0729596216243e+01,-1.8167758133499e+03,-1.4688194084651e+03, 3.1830992423772e+02, 7.6118307628796e+01, 1.5835381255412e+02, 5.6749223223992e-02,-3.3380153131368e-02, 7.4553973927980e-04, 4.3852989078728e-04, 4.3593775415319e-03,-5.8779541232669e-04, 1.2023733332192e-04, 1.6212166127778e-05
382,819.00,1.000,-12.989,8.0258583215742e+01,2.2211,73.7902,0.3807,11.7024,0.3373,0.0000,0.6684,0.0000,0.4109,0.0000,0.0000,1.7942,3.1130,4.2600,0.0000,3.5429,0.0000,0.0000,0.0000,0.0000,-1.3140594454025e+03,-1.0933139148554e+03,2.0212015798852e+02,3.6134637673689e+01,1.0722622665114e+02,5.9001756e-01,4.8824620e-02,9.3856298e-04,3.4209660e-03,0.0000000e+00,2.2622025e-02,0.0000000e+00,6.5817438e-03,0.0000000e+00,0.0000000e+00,2.4249395e-02,2.3417271e-06,5.7301242e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.9088879e-01,6.6934,2.9543285235219e+01,0.7394,-5.0239681393701e+02,-3.7571964119635e+02,1.1599255424701e+02,3.9958070417997e+01,5.1104345707416e+01,-1.8164562593396e+03,-1.4690335560517e+03, 3.1811271223554e+02, 7.6092708091687e+01, 1.5833057235856e+02, 5.6867510774223e-02,-3.3383422131960e-02, 7.4734507682000e-04, 4.3872038424148e-04, 4.3393824935058e-03,-5.8548632951831e-04, 1.2008927646355e-04, 1.6202911312008e-05
383,818.00,1.000,-13.009,7.9989393566072e+01,2.2211,73.8443,0.3786,11.6745,0.3350,0.0000,0.6625,0.0000,0.4073,0.0000,0.0000,1.7868,3.0992,4.2713,0.0000,3.5406,0.0000,0.0000,0.0000,0.0000,-1.3094680150941e+03,-1.0898111614111e+03,2.0130766043440e+02,3.6013698037307e+01,1.0683122245014e+02,5.9062517e-01,4.8660943e-02,9.2877600e-04,3.4114167e-03,0.0000000e+00,2.2525964e-02,0.0000000e+00,6.5322942e-03,0.0000000e+00,0.0000000e+00,2.4163714e-02,2.3065195e-06,5.7124845e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.9134618e-01,6.7088,2.9812388727547e+01,0.7443,-5.0666884377716e+02,-3.7943596810916e+02,1.1660814515823e+02,4.0053011847367e+01,5.1476795117430e+01,-1.8161368588712e+03,-1.4692471295202e+03, 3.1791580559262e+02, 7.6066709884674e+01, 1.5830801756757e+02, 5.6985703034374e-02,-3.3386125761273e-02, 7.4915430312118e-04, 4.3890587369810e-04, 4.3195265778318e-03,-5.8319311302367e-04, 1.1994121162890e-04, 1.6193646995639e-05
