Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
117,1084.00,1.000,-8.639,1.0327535511275e+02,2.2009,68.7536,0.5512,13.5466,0.8333,0.0000,2.4281,0.0000,0.7242,0.0000,0.0000,2.5611,3.7408,3.4272,0.0000,3.4340,0.0000,0.0000,0.0000,0.0000,-1.7419131782010e+03,-1.3464444156181e+03,2.9139650192156e+02,4.6924404014436e+01,1.4195902078734e+02,5.4993225e-01,3.8460301e-02,3.0294034e-03,5.3444212e-03,0.0000000e+00,4.5687747e-02,0.0000000e+00,9.2233828e-03,0.0000000e+00,0.0000000e+00,3.2030101e-02,2.0501481e-05,9.2077567e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1121011e-01,4.1618,6.4535742486299e+00,0.1609,-1.6349593281287e+02,-7.3249431329785e+01,6.6499793401292e+01,4.0100222024619e+01,1.9607569343981e+01,-1.9054091110138e+03,-1.4196938469479e+03, 3.5789629532286e+02, 8.7024626039055e+01, 1.6156659013132e+02, 4.5087814714833e-02,-4.0193178274940e-02, 5.1810409038240e-04, 4.6185982180380e-04, 6.0892325044587e-03,-8.1225508783197e-04, 1.2976685868158e-04, 1.7309864768492e-05
118,1083.00,1.000,-8.652,1.0327640996203e+02,2.2011,68.7529,0.5512,13.5465,0.8338,0.0000,2.4276,0.0000,0.7242,0.0000,0.0000,2.5611,3.7407,3.4271,0.0000,3.4349,0.0000,0.0000,0.0000,0.0000,-1.7416480714594e+03,-1.3465988528350e+03,2.9130200835038e+02,4.6919912911875e+01,1.4195723271613e+02,5.4989959e-01,3.8524522e-02,3.0225593e-03,5.3497721e-03,0.0000000e+00,4.5723166e-02,0.0000000e+00,9.2265337e-03,0.0000000e+00,0.0000000e+00,3.2031267e-02,2.0384662e-05,9.1967464e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1140133e-01,4.1677,6.4525737972217e+00,0.1611,-1.6340410494962e+02,-7.3257682716050e+01,6.6475032107456e+01,4.0055003190017e+01,1.9608917164599e+01,-1.9050521764090e+03,-1.4198565355511e+03, 3.5777704045784e+02, 8.6974916101892e+01, 1.6156614988072e+02, 4.5101368766311e-02,-4.0153234279183e-02, 5.1855604796991e-04, 4.6166453592370e-04, 6.0891271060500e-03,-8.1204860386121e-04, 1.2977703342047e-04, 1.7307120867560e-05
119,1082.00,1.000,-8.665,1.0327746638082e+02,2.2014,68.7522,0.5512,13.5463,0.8344,0.0000,2.4271,0.0000,0.7242,0.0000,0.0000,2.5611,3.7407,3.4271,0.0000,3.4358,0.0000,0.0000,0.0000,0.0000,-1.7413830866183e+03,-1.3467533103769e+03,2.9120745027591e+02,4.6915422946812e+01,1.4195543363151e+02,5.4986691e-01,3.8588949e-02,3.0157207e-03,5.3551440e-03,0.0000000e+00,4.5758632e-02,0.0000000e+00,9.2296906e-03,0.0000000e+00,0.0000000e+00,3.2032436e-02,2.0268335e-05,9.1857338e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1159312e-01,4.1736,6.4515720011324e+00,0.1612,-1.6331227812044e+02,-7.3265917152419e+01,6.6450247539899e+01,4.0009768379794e+01,1.9610287262706e+01,-1.9046953647387e+03,-1.4200192275293e+03, 3.5765769781581e+02, 8.6925191326606e+01, 1.6156572089422e+02, 4.5114964881787e-02,-4.0113277209733e-02, 5.1900909498462e-04, 4.6146895505831e-04, 6.0890203011959e-03,-8.1184214207375e-04, 1.2978717698227e-04, 1.7304376494573e-05
120,1081.00,1.000,-8.678,1.0327852436995e+02,2.2016,68.7514,0.5512,13.5462,0.8349,0.0000,2.4266,0.0000,0.7242,0.0000,0.0000,2.5610,3.7406,3.4271,0.0000,3.4368,0.0000,0.0000,0.0000,0.0000,-1.7411182237299e+03,-1.3469077882543e+03,2.9111282758605e+02,4.6910934118332e+01,1.4195362350914e+02,5.4983423e-01,3.8653582e-02,3.0088875e-03,5.3605372e-03,0.0000000e+00,4.5794146e-02,0.0000000e+00,9.2328535e-03,0.0000000e+00,0.0000000e+00,3.2033607e-02,2.0152498e-05,9.1747187e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1178548e-01,4.1796,6.4505688603338e+00,0.1614,-1.6322045237338e+02,-7.3274134652055e+01,6.6425439672809e+01,3.9964517569549e+01,1.9611679772840e+01,-1.9043386761033e+03,-1.4201819229063e+03, 3.5753826725886e+02, 8.6875451687881e+01, 1.6156530328198e+02, 4.5128603234796e-02,-4.0073307021125e-02, 5.1946323567825e-04, 4.6127307821198e-04, 6.0889120865985e-03,-8.1163570209322e-04, 1.2979728928952e-04, 1.7301631641909e-05
121,1080.00,1.000,-8.692,1.0327958393020e+02,2.2018,68.7507,0.5512,13.5460,0.8354,0.0000,2.4261,0.0000,0.7242,0.0000,0.0000,2.5610,3.7406,3.4270,0.0000,3.4377,0.0000,0.0000,0.0000,0.0000,-1.7408534828463e+03,-1.3470622864776e+03,2.9101814016826e+02,4.6906446425492e+01,1.4195180232454e+02,5.4980153e-01,3.8718424e-02,3.0020598e-03,5.3659517e-03,0.0000000e+00,4.5829706e-02,0.0000000e+00,9.2360224e-03,0.0000000e+00,0.0000000e+00,3.2034781e-02,2.0037149e-05,9.1637011e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1197842e-01,4.1855,6.4495643748246e+00,0.1616,-1.6312862775714e+02,-7.3282335228556e+01,6.6400608480488e+01,3.9919250734891e+01,1.9613094830452e+01,-1.9039821106035e+03,-1.4203446217062e+03, 3.5741874864875e+02, 8.6825697160383e+01, 1.6156489715499e+02, 4.5142283999795e-02,-4.0033323667699e-02, 5.1991847432459e-04, 4.6107690438407e-04, 6.0888024589222e-03,-8.1142928353987e-04, 1.2980737026400e-04, 1.7298886301881e-05
122,1079.00,1.000,-8.705,1.0328064506237e+02,2.2021,68.7500,0.5512,13.5459,0.8359,0.0000,2.4256,0.0000,0.7242,0.0000,0.0000,2.5610,3.7406,3.4270,0.0000,3.4386,0.0000,0.0000,0.0000,0.0000,-1.7405888640188e+03,-1.3472168050570e+03,2.9092338790951e+02,4.6901959867320e+01,1.4194997005313e+02,5.4976882e-01,3.8783474e-02,2.9952375e-03,5.3713876e-03,0.0000000e+00,4.5865314e-02,0.0000000e+00,9.2391974e-03,0.0000000e+00,0.0000000e+00,3.2035958e-02,1.9922288e-05,9.1526811e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1217193e-01,4.1915,6.4485585446256e+00,0.1617,-1.6303680432105e+02,-7.3290518895903e+01,6.6375753937307e+01,3.9873967851411e+01,1.9614532571895e+01,-1.9036256683399e+03,-1.4205073239529e+03, 3.5729914184682e+02, 8.6775927718731e+01, 1.6156450262503e+02, 4.5156007352143e-02,-3.9993327103564e-02, 5.2037481521959e-04, 4.6088043256875e-04, 6.0886914147999e-03,-8.1122288603117e-04, 1.2981741982689e-04, 1.7296140466753e-05
123,1078.00,1.000,-8.718,1.0328170776722e+02,2.2023,68.7493,0.5512,13.5458,0.8365,0.0000,2.4251,0.0000,0.7242,0.0000,0.0000,2.5609,3.7405,3.4270,0.0000,3.4396,0.0000,0.0000,0.0000,0.0000,-1.7403243672984e+03,-1.3473713440022e+03,2.9082857069625e+02,4.6897474442807e+01,1.4194812667023e+02,5.4973610e-01,3.8848734e-02,2.9884207e-03,5.3768450e-03,0.0000000e+00,4.5900969e-02,0.0000000e+00,9.2423784e-03,0.0000000e+00,0.0000000e+00,3.2037138e-02,1.9807913e-05,9.1416587e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1236601e-01,4.1974,6.4475513697872e+00,0.1619,-1.6294498211514e+02,-7.3298685668539e+01,6.6350876017779e+01,3.9828668894722e+01,1.9615993134461e+01,-1.9032693494136e+03,-1.4206700296707e+03, 3.5717944671403e+02, 8.6726143337529e+01, 1.6156411980469e+02, 4.5169773468138e-02,-3.9953317282642e-02, 5.2083226268165e-04, 4.6068366175522e-04, 6.0885789508237e-03,-8.1101650918089e-04, 1.2982743789858e-04, 1.7293394128717e-05
124,1077.00,1.000,-8.732,1.0328277204547e+02,2.2025,68.7486,0.5512,13.5456,0.8370,0.0000,2.4246,0.0000,0.7242,0.0000,0.0000,2.5609,3.7405,3.4269,0.0000,3.4405,0.0000,0.0000,0.0000,0.0000,-1.7400599927355e+03,-1.3475259033227e+03,2.9073368841443e+02,4.6892990150908e+01,1.4194627215098e+02,5.4970336e-01,3.8914205e-02,2.9816095e-03,5.3823239e-03,0.0000000e+00,4.5936672e-02,0.0000000e+00,9.2455655e-03,0.0000000e+00,0.0000000e+00,3.2038321e-02,1.9694023e-05,9.1306339e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1256068e-01,4.2034,6.4465428503874e+00,0.1620,-1.6285316119020e+02,-7.3306835561353e+01,6.6325974696540e+01,3.9783353840451e+01,1.9617476656374e+01,-1.9029131539257e+03,-1.4208327388841e+03, 3.5705966311097e+02, 8.6676343991359e+01, 1.6156374880736e+02, 4.5183582525016e-02,-3.9913294158652e-02, 5.2129082105171e-04, 4.6048659092763e-04, 6.0884650635477e-03,-8.1081015259929e-04, 1.2983742439870e-04, 1.7290647279902e-05
125,1076.00,1.000,-8.745,1.0328383789784e+02,2.2028,68.7479,0.5512,13.5455,0.8375,0.0000,2.4241,0.0000,0.7242,0.0000,0.0000,2.5609,3.7404,3.4269,0.0000,3.4415,0.0000,0.0000,0.0000,0.0000,-1.7397957403800e+03,-1.3476804830280e+03,2.9063874094954e+02,4.6888506990554e+01,1.4194440647048e+02,5.4967062e-01,3.8979887e-02,2.9748037e-03,5.3878245e-03,0.0000000e+00,4.5972422e-02,0.0000000e+00,9.2487587e-03,0.0000000e+00,0.0000000e+00,3.2039507e-02,1.9580617e-05,9.1196067e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1275593e-01,4.2094,6.4455329865277e+00,0.1622,-1.6276134159761e+02,-7.3314968589636e+01,6.6301049948301e+01,3.9738022664208e+01,1.9618983276797e+01,-1.9025570819777e+03,-1.4209954516176e+03, 3.5693979089784e+02, 8.6626529654761e+01, 1.6156338974728e+02, 4.5197434700933e-02,-3.9873257685083e-02, 5.2175049469327e-04, 4.6028921906479e-04, 6.0883497494926e-03,-8.1060381589379e-04, 1.2984737924624e-04, 1.7287899912384e-05
126,1075.00,1.000,-8.758,1.0328490532502e+02,2.2030,68.7472,0.5512,13.5453,0.8381,0.0000,2.4235,0.0000,0.7241,0.0000,0.0000,2.5609,3.7404,3.4268,0.0000,3.4424,0.0000,0.0000,0.0000,0.0000,-1.7395316102815e+03,-1.3478350831268e+03,2.9054372818652e+02,4.6884024960636e+01,1.4194252960365e+02,5.4963786e-01,3.9045781e-02,2.9680034e-03,5.3933468e-03,0.0000000e+00,4.6008219e-02,0.0000000e+00,9.2519579e-03,0.0000000e+00,0.0000000e+00,3.2040695e-02,1.9467694e-05,9.1085771e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1295176e-01,4.2153,6.4445217783373e+00,0.1624,-1.6266952338944e+02,-7.3323084769122e+01,6.6276101747892e+01,3.9692675341609e+01,1.9620513135830e+01,-1.9022011336709e+03,-1.4211581678960e+03, 3.5681982993441e+02, 8.6576700302245e+01, 1.6156304273948e+02, 4.5211330174992e-02,-3.9833207815215e-02, 5.2221128799269e-04, 4.6009154514038e-04, 6.0882330051410e-03,-8.1039749866835e-04, 1.2985730235944e-04, 1.7285152018172e-05
127,1074.00,1.000,-8.772,1.0328597432766e+02,2.2032,68.7465,0.5512,13.5452,0.8386,0.0000,2.4230,0.0000,0.7241,0.0000,0.0000,2.5608,3.7404,3.4268,0.0000,3.4433,0.0000,0.0000,0.0000,0.0000,-1.7392676024887e+03,-1.3479897036280e+03,2.9044865000977e+02,4.6879544060002e+01,1.4194064152530e+02,5.4960509e-01,3.9111889e-02,2.9612087e-03,5.3988911e-03,0.0000000e+00,4.6044064e-02,0.0000000e+00,9.2551634e-03,0.0000000e+00,0.0000000e+00,3.2041886e-02,1.9355253e-05,9.0975451e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1314818e-01,4.2213,6.4435092259821e+00,0.1625,-1.6257770661872e+02,-7.3331184116101e+01,6.6251130070355e+01,3.9647311848336e+01,1.9622066374573e+01,-1.9018453091074e+03,-1.4213208877441e+03, 3.5669978008012e+02, 8.6526855908338e+01, 1.6156270789987e+02, 4.5225269127290e-02,-3.9793144502168e-02, 5.2267320535950e-04, 4.5989356812321e-04, 6.0881148269263e-03,-8.1019120052228e-04, 1.2986719365559e-04, 1.7282403589192e-05
128,1073.00,1.000,-8.785,1.0328704490641e+02,2.2035,68.7458,0.5512,13.5451,0.8391,0.0000,2.4225,0.0000,0.7241,0.0000,0.0000,2.5608,3.7403,3.4268,0.0000,3.4443,0.0000,0.0000,0.0000,0.0000,-1.7390037170502e+03,-1.3481443445400e+03,2.9035350630330e+02,4.6875064287491e+01,1.4193874221015e+02,5.4957231e-01,3.9178211e-02,2.9544195e-03,5.4044572e-03,0.0000000e+00,4.6079956e-02,0.0000000e+00,9.2583749e-03,0.0000000e+00,0.0000000e+00,3.2043080e-02,1.9243292e-05,9.0865108e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1334519e-01,4.2273,6.4424953296396e+00,0.1627,-1.6248589133878e+02,-7.3339266647131e+01,6.6226134890683e+01,3.9601932159975e+01,1.9623643135023e+01,-1.9014896083890e+03,-1.4214836111871e+03, 3.5657964119399e+02, 8.6476996447467e+01, 1.6156238534518e+02, 4.5239251738803e-02,-3.9753067698752e-02, 5.2313625122590e-04, 4.5969528697613e-04, 6.0879952112634e-03,-8.0998492105370e-04, 1.2987705305160e-04, 1.7279654617345e-05
129,1072.00,1.000,-8.799,1.0328811706191e+02,2.2037,68.7451,0.5512,13.5449,0.8397,0.0000,2.4220,0.0000,0.7241,0.0000,0.0000,2.5608,3.7403,3.4267,0.0000,3.4452,0.0000,0.0000,0.0000,0.0000,-1.7387399540144e+03,-1.3482990058712e+03,2.9025829695069e+02,4.6870585641914e+01,1.4193683163282e+02,5.4953952e-01,3.9244749e-02,2.9476358e-03,5.4100454e-03,0.0000000e+00,4.6115895e-02,0.0000000e+00,9.2615926e-03,0.0000000e+00,0.0000000e+00,3.2044277e-02,1.9131810e-05,9.0754741e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1354279e-01,4.2333,6.4414800895112e+00,0.1628,-1.6239407760355e+02,-7.3347332379178e+01,6.6201116183941e+01,3.9556536252095e+01,1.9625243560151e+01,-1.9011340316179e+03,-1.4216463382503e+03, 3.5645941313463e+02, 8.6427121894008e+01, 1.6156207519298e+02, 4.5253278191446e-02,-3.9712977357535e-02, 5.2360043004722e-04, 4.5949670065651e-04, 6.0878741545340e-03,-8.0977865985788e-04, 1.2988688046368e-04, 1.7276905094477e-05
130,1071.00,1.000,-8.812,1.0328919079472e+02,2.2039,68.7443,0.5511,13.5448,0.8402,0.0000,2.4215,0.0000,0.7241,0.0000,0.0000,2.5608,3.7403,3.4267,0.0000,3.4462,0.0000,0.0000,0.0000,0.0000,-1.7384763134279e+03,-1.3484536876290e+03,2.9016302183458e+02,4.6866108121987e+01,1.4193490976769e+02,5.4950672e-01,3.9311502e-02,2.9408577e-03,5.4156558e-03,0.0000000e+00,4.6151883e-02,0.0000000e+00,9.2648165e-03,0.0000000e+00,0.0000000e+00,3.2045477e-02,1.9020806e-05,9.0644350e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1374099e-01,4.2394,6.4404635058630e+00,0.1630,-1.6230226546859e+02,-7.3355381330080e+01,6.6176073925693e+01,3.9511124100490e+01,1.9626867794013e+01,-1.9007785788965e+03,-1.4218090689591e+03, 3.5633909576027e+02, 8.6377232222478e+01, 1.6156177756171e+02, 4.5267348668279e-02,-3.9672873431079e-02, 5.2406574630322e-04, 4.5929780811795e-04, 6.0877516530362e-03,-8.0957241652157e-04, 1.2989667580654e-04, 1.7274155012282e-05
131,1070.00,1.000,-8.826,1.0329026610541e+02,2.2042,68.7436,0.5511,13.5446,0.8408,0.0000,2.4209,0.0000,0.7241,0.0000,0.0000,2.5607,3.7402,3.4267,0.0000,3.4471,0.0000,0.0000,0.0000,0.0000,-1.7382127953380e+03,-1.3486083898212e+03,2.9006768083746e+02,4.6861631726448e+01,1.4193297658912e+02,5.4947391e-01,3.9378473e-02,2.9340852e-03,5.4212884e-03,0.0000000e+00,4.6187917e-02,0.0000000e+00,9.2680467e-03,0.0000000e+00,0.0000000e+00,3.2046680e-02,1.8910279e-05,9.0533936e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1393977e-01,4.2454,6.4394455789566e+00,0.1632,-1.6221045498938e+02,-7.3363413517767e+01,6.6151008091282e+01,3.9465695680762e+01,1.9628515981553e+01,-1.9004232503274e+03,-1.4219718033389e+03, 3.5621868892874e+02, 8.6327327407210e+01, 1.6156149257067e+02, 4.5281463353177e-02,-3.9632755871533e-02, 5.2453220449629e-04, 4.5909860830724e-04, 6.0876277030698e-03,-8.0936619063264e-04, 1.2990643899482e-04, 1.7271404362470e-05
132,1069.00,1.000,-8.839,1.0329134299453e+02,2.2044,68.7429,0.5511,13.5445,0.8413,0.0000,2.4204,0.0000,0.7241,0.0000,0.0000,2.5607,3.7402,3.4266,0.0000,3.4481,0.0000,0.0000,0.0000,0.0000,-1.7379493997908e+03,-1.3487631124549e+03,2.8997227384119e+02,4.6857156453981e+01,1.4193103207130e+02,5.4944108e-01,3.9445661e-02,2.9273183e-03,5.4269433e-03,0.0000000e+00,4.6223999e-02,0.0000000e+00,9.2712830e-03,0.0000000e+00,0.0000000e+00,3.2047886e-02,1.8800227e-05,9.0423498e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1413916e-01,4.2514,6.4384263090931e+00,0.1633,-1.6211864622238e+02,-7.3371428960755e+01,6.6125918656280e+01,3.9420250968579e+01,1.9630188268743e+01,-1.9000680460132e+03,-1.4221345414156e+03, 3.5609819249747e+02, 8.6277407422560e+01, 1.6156122034004e+02, 4.5295622431042e-02,-3.9592624630881e-02, 5.2499980915280e-04, 4.5889910016615e-04, 6.0875023008823e-03,-8.0915998177403e-04, 1.2991616994217e-04, 1.7268653136661e-05
133,1068.00,1.000,-8.853,1.0329242146258e+02,2.2046,68.7422,0.5511,13.5444,0.8419,0.0000,2.4199,0.0000,0.7241,0.0000,0.0000,2.5607,3.7401,3.4266,0.0000,3.4490,0.0000,0.0000,0.0000,0.0000,-1.7376861268322e+03,-1.3489178555371e+03,2.8987680072707e+02,4.6852682303233e+01,1.4192907618830e+02,5.4940825e-01,3.9513069e-02,2.9205570e-03,5.4326207e-03,0.0000000e+00,4.6260129e-02,0.0000000e+00,9.2745256e-03,0.0000000e+00,0.0000000e+00,3.2049095e-02,1.8690650e-05,9.0313037e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1433915e-01,4.2575,6.4374056966031e+00,0.1635,-1.6202683922480e+02,-7.3379427678044e+01,6.6100805596389e+01,3.9374789939623e+01,1.9631884802559e+01,-1.8997129660570e+03,-1.4222972832151e+03, 3.5597760632346e+02, 8.6227472242855e+01, 1.6156096099086e+02, 4.5309826087769e-02,-3.9552479660888e-02, 5.2546856482300e-04, 4.5869928263107e-04, 6.0873754426809e-03,-8.0895378952502e-04, 1.2992586856144e-04, 1.7265901326405e-05
134,1067.00,1.000,-8.866,1.0329350151006e+02,2.2049,68.7415,0.5511,13.5442,0.8424,0.0000,2.4194,0.0000,0.7241,0.0000,0.0000,2.5607,3.7401,3.4266,0.0000,3.4500,0.0000,0.0000,0.0000,0.0000,-1.7374229765074e+03,-1.3490726190744e+03,2.8978126137593e+02,4.6848209272822e+01,1.4192710891409e+02,5.4937540e-01,3.9580697e-02,2.9138013e-03,5.4383206e-03,0.0000000e+00,4.6296306e-02,0.0000000e+00,9.2777744e-03,0.0000000e+00,0.0000000e+00,3.2050307e-02,1.8581546e-05,9.0202553e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1453974e-01,4.2635,6.4363837418460e+00,0.1637,-1.6193503405457e+02,-7.3387409689100e+01,6.6075668887430e+01,3.9329312569572e+01,1.9633605730991e+01,-1.8993580105620e+03,-1.4224600287635e+03, 3.5585693026336e+02, 8.6177521842393e+01, 1.6156071464508e+02, 4.5324074510237e-02,-3.9512320913085e-02, 5.2593847608114e-04, 4.5849915463278e-04, 6.0872471246342e-03,-8.0874761346156e-04, 1.2993553476473e-04, 1.7263148923191e-05
135,1066.00,1.000,-8.880,1.0329458313742e+02,2.2051,68.7408,0.5511,13.5441,0.8430,0.0000,2.4188,0.0000,0.7241,0.0000,0.0000,2.5606,3.7401,3.4265,0.0000,3.4509,0.0000,0.0000,0.0000,0.0000,-1.7371599488610e+03,-1.3492274030732e+03,2.8968565566798e+02,4.6843737361320e+01,1.4192513022246e+02,5.4934255e-01,3.9648545e-02,2.9070512e-03,5.4440432e-03,0.0000000e+00,4.6332531e-02,0.0000000e+00,9.2810295e-03,0.0000000e+00,0.0000000e+00,3.2051522e-02,1.8472915e-05,9.0092046e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1474093e-01,4.2696,6.4353604452142e+00,0.1638,-1.6184323077047e+02,-7.3395375013908e+01,6.6050508505382e+01,3.9283818834134e+01,1.9635351203055e+01,-1.8990031796314e+03,-1.4226227780871e+03, 3.5573616417336e+02, 8.6127556195454e+01, 1.6156048142552e+02, 4.5338367886343e-02,-3.9472148338795e-02, 5.2640954752570e-04, 4.5829871509670e-04, 6.0871173428663e-03,-8.0854145315552e-04, 1.2994516846328e-04, 1.7260395918434e-05
136,1065.00,1.000,-8.893,1.0329566634511e+02,2.2053,68.7400,0.5511,13.5439,0.8435,0.0000,2.4183,0.0000,0.7241,0.0000,0.0000,2.5606,3.7400,3.4265,0.0000,3.4519,0.0000,0.0000,0.0000,0.0000,-1.7368970439371e+03,-1.3493822075394e+03,2.8958998348296e+02,4.6839266567270e+01,1.4192314008712e+02,5.4930968e-01,3.9716616e-02,2.9003067e-03,5.4497884e-03,0.0000000e+00,4.6368804e-02,0.0000000e+00,9.2842909e-03,0.0000000e+00,0.0000000e+00,3.2052740e-02,1.8364754e-05,8.9981516e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1494273e-01,4.2756,6.4343358071278e+00,0.1640,-1.6175142943195e+02,-7.3403323672921e+01,6.6025324426332e+01,3.9238308709010e+01,1.9637121368793e+01,-1.8986484733690e+03,-1.4227855312123e+03, 3.5561530790929e+02, 8.6077575276280e+01, 1.6156026145591e+02, 4.5352706404976e-02,-3.9431961889096e-02, 5.2688178377944e-04, 4.5809796294253e-04, 6.0869860934637e-03,-8.0833530817550e-04, 1.2995476956757e-04, 1.7257642303484e-05
137,1064.00,1.000,-8.907,1.0329675113353e+02,2.2056,68.7393,0.5511,13.5438,0.8441,0.0000,2.4178,0.0000,0.7241,0.0000,0.0000,2.5606,3.7400,3.4265,0.0000,3.4529,0.0000,0.0000,0.0000,0.0000,-1.7366342617792e+03,-1.3495370324786e+03,2.8949424470001e+02,4.6834796889172e+01,1.4192113848161e+02,5.4927680e-01,3.9784909e-02,2.8935679e-03,5.4555565e-03,0.0000000e+00,4.6405124e-02,0.0000000e+00,9.2875586e-03,0.0000000e+00,0.0000000e+00,3.2053961e-02,1.8257063e-05,8.9870963e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1514514e-01,4.2817,6.4333098280413e+00,0.1641,-1.6165963009936e+02,-7.3411255687126e+01,6.6000116626533e+01,3.9192782169930e+01,1.9638916379295e+01,-1.8982938918786e+03,-1.4229482881657e+03, 3.5549436132654e+02, 8.6027579059102e+01, 1.6156005486090e+02, 4.5367090256054e-02,-3.9391761514856e-02, 5.2735518948971e-04, 4.5789689708452e-04, 6.0868533724672e-03,-8.0812917808598e-04, 1.2996433798722e-04, 1.7254888069619e-05
138,1063.00,1.000,-8.921,1.0329783750305e+02,2.2058,68.7386,0.5511,13.5437,0.8447,0.0000,2.4172,0.0000,0.7241,0.0000,0.0000,2.5605,3.7399,3.4264,0.0000,3.4538,0.0000,0.0000,0.0000,0.0000,-1.7363716024302e+03,-1.3496918778961e+03,2.8939843919772e+02,4.6830328325489e+01,1.4191912537935e+02,5.4924391e-01,3.9853426e-02,2.8868348e-03,5.4613476e-03,0.0000000e+00,4.6441492e-02,0.0000000e+00,9.2908327e-03,0.0000000e+00,0.0000000e+00,3.2055186e-02,1.8149840e-05,8.9760387e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1534816e-01,4.2878,6.4322825084384e+00,0.1643,-1.6156783283375e+02,-7.3419171077992e+01,6.5974885082362e+01,3.9147239192624e+01,1.9640736386698e+01,-1.8979394352639e+03,-1.4231110489741e+03, 3.5537332428008e+02, 8.5977567518113e+01, 1.6155986176605e+02, 4.5381519630507e-02,-3.9351547166700e-02, 5.2782976932845e-04, 4.5769551643119e-04, 6.0867191758782e-03,-8.0792306244797e-04, 1.2997387363106e-04, 1.7252133208048e-05
