Title: test

Liquid Composition:
Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO CaO Na2O K2O P2O5 H2O 
10000.00 871.15 0.488491 30.0828 0.00379415 2.4572 0.0250361 0.432281 0.1829 26.1653 0.114743 0.4908 7.34858 0.13933 0 32.5572
10000.00 870.15 0.487689 30.0133 0.00370635 2.43576 0.0246981 0.432961 0.179782 26.2084 0.114919 0.488357 7.34942 0.137957 0 32.6108
10000.00 869.15 0.486894 29.9442 0.00362052 2.41445 0.0243632 0.433639 0.176704 26.2512 0.115095 0.485929 7.35023 0.136598 0 32.664
10000.00 868.15 0.486107 29.8756 0.0035366 2.39326 0.0240312 0.434314 0.173666 26.2937 0.11527 0.483517 7.35102 0.135252 0 32.7169
10000.00 867.15 0.485328 29.8074 0.00345456 2.3722 0.0237023 0.434986 0.170666 26.3359 0.115445 0.481118 7.35179 0.13392 0 32.7694
10000.00 866.15 0.484556 29.7397 0.00337435 2.35126 0.0233763 0.435656 0.167706 26.3778 0.115618 0.478735 7.35253 0.1326 0 32.8216
10000.00 865.15 0.483792 29.6724 0.00329595 2.33046 0.0230533 0.436323 0.164783 26.4195 0.115792 0.476365 7.35325 0.131293 0 32.8735
10000.00 864.15 0.483035 29.6056 0.00321931 2.30978 0.0227333 0.436987 0.161899 26.4609 0.115964 0.474011 7.35395 0.129999 0 32.925
10000.00 863.15 0.482286 29.5393 0.00314438 2.28922 0.0224162 0.437649 0.159053 26.502 0.116136 0.47167 7.35462 0.128718 0 32.9761
10000.00 862.15 0.481544 29.4734 0.00307115 2.2688 0.022102 0.438307 0.156244 26.5428 0.116308 0.469343 7.35528 0.127449 0 33.0269
10000.00 861.15 0.480809 29.4079 0.00299956 2.24849 0.0217908 0.438963 0.153473 26.5834 0.116479 0.46703 7.35591 0.126192 0 33.0774
10000.00 860.15 0.480081 29.3428 0.0029296 2.22832 0.0214825 0.439616 0.150738 26.6237 0.116649 0.464731 7.35652 0.124948 0 33.1275
10000.00 859.15 0.479361 29.2782 0.00286121 2.20827 0.0211771 0.440266 0.14804 26.6637 0.116818 0.462445 7.35711 0.123715 0 33.1774
10000.00 858.15 0.478647 29.2141 0.00279437 2.18834 0.0208746 0.440913 0.145379 26.7035 0.116987 0.460173 7.35769 0.122494 0 33.2268
10000.00 857.15 0.477940 29.1503 0.00272904 2.16853 0.020575 0.441558 0.142753 26.743 0.117155 0.457914 7.35824 0.121285 0 33.276
10000.00 856.15 0.477239 29.087 0.0026652 2.14885 0.0202783 0.442199 0.140164 26.7822 0.117323 0.455668 7.35878 0.120088 0 33.3248
10000.00 855.15 0.476546 29.024 0.00260281 2.1293 0.0199844 0.442837 0.137609 26.8212 0.11749 0.453436 7.3593 0.118902 0 33.3733
10000.00 854.15 0.475859 28.9615 0.00254183 2.10987 0.0196934 0.443473 0.13509 26.8599 0.117656 0.451216 7.3598 0.117727 0 33.4215
10000.00 853.15 0.475178 28.8994 0.00248225 2.09056 0.0194052 0.444105 0.132605 26.8984 0.117821 0.449008 7.36028 0.116563 0 33.4694
10000.00 852.15 0.474504 28.8377 0.00242403 2.07137 0.0191198 0.444734 0.130155 26.9366 0.117986 0.446814 7.36075 0.115411 0 33.5169
10000.00 851.15 0.473836 28.7764 0.00236714 2.0523 0.0188373 0.445361 0.127739 26.9746 0.11815 0.444631 7.3612 0.114269 0 33.5641
10000.00 850.15 0.473175 28.7156 0.00231155 2.03336 0.0185575 0.445984 0.125357 27.0123 0.118313 0.442461 7.36164 0.113138 0 33.6111
10000.00 849.15 0.472520 28.6551 0.00225723 2.01454 0.0182805 0.446604 0.123008 27.0497 0.118476 0.440303 7.36206 0.112018 0 33.6577
10000.00 848.15 0.471871 28.595 0.00220417 1.99584 0.0180063 0.447221 0.120693 27.0869 0.118638 0.438157 7.36247 0.110908 0 33.704
10000.00 847.15 0.471228 28.5353 0.00215232 1.97726 0.0177349 0.447835 0.11841 27.1239 0.118799 0.436022 7.36286 0.109809 0 33.75
10000.00 846.15 0.470591 28.4759 0.00210167 1.9588 0.0174662 0.448446 0.11616 27.1606 0.118959 0.433899 7.36324 0.10872 0 33.7956
10000.00 845.15 0.469960 28.417 0.00205219 1.94046 0.0172003 0.449054 0.113943 27.1971 0.119118 0.431788 7.36361 0.107641 0 33.841
10000.00 844.15 0.469334 28.3585 0.00200385 1.92224 0.016937 0.449659 0.111757 27.2333 0.119277 0.429688 7.36396 0.106573 0 33.8861
10000.00 843.15 0.468715 28.3003 0.00195663 1.90415 0.0166765 0.450261 0.109603 27.2693 0.119435 0.427599 7.3643 0.105514 0 33.9309
10000.00 842.15 0.468101 28.2425 0.00191051 1.88617 0.0164187 0.450859 0.107481 27.3051 0.119592 0.42552 7.36463 0.104465 0 33.9754
10000.00 841.15 0.467493 28.1851 0.00186546 1.86831 0.0161635 0.451454 0.105389 27.3406 0.119749 0.423453 7.36495 0.103427 0 34.0196
10000.00 840.15 0.466891 28.1281 0.00182146 1.85057 0.015911 0.452046 0.103329 27.3758 0.119904 0.421396 7.36526 0.102397 0 34.0635
10000.00 839.15 0.466267 28.0692 0.00178293 1.83433 0.0156965 0.452236 0.101536 27.4125 0.119953 0.418452 7.36382 0.101395 0 34.1091
10000.00 838.15 0.465621 28.0087 0.00174944 1.81954 0.0155185 0.452052 0.0999991 27.4505 0.119903 0.414655 7.36066 0.10042 0 34.1563
10000.00 837.15 0.464981 27.9484 0.00171661 1.80486 0.0153429 0.451883 0.0984868 27.4883 0.119857 0.41087 7.35743 0.0994544 0 34.2034
10000.00 836.15 0.464346 27.8885 0.00168441 1.79029 0.0151698 0.451728 0.0969993 27.5259 0.119815 0.407099 7.35413 0.0984978 0 34.2502
10000.00 835.15 0.463715 27.8289 0.00165285 1.77581 0.0149992 0.451589 0.0955363 27.5633 0.119777 0.403339 7.35077 0.0975503 0 34.2967
10000.00 834.15 0.463084 27.7692 0.00162225 1.76173 0.0148446 0.451382 0.0941855 27.6009 0.119721 0.39941 7.34695 0.0966155 0 34.3435
10000.00 833.15 0.462506 27.7139 0.00158916 1.74522 0.0145722 0.451834 0.0920813 27.6354 0.11984 0.397121 7.34648 0.0956577 0 34.3864
10000.00 832.15 0.461934 27.6589 0.00155669 1.7288 0.0143025 0.452286 0.0900087 27.6696 0.119959 0.394862 7.346 0.0947086 0 34.429
10000.00 831.15 0.461366 27.6043 0.00152483 1.71249 0.0140356 0.452739 0.0879674 27.7036 0.120078 0.392633 7.34551 0.0937683 0 34.4713
10000.00 830.15 0.460805 27.5501 0.00149356 1.69627 0.0137715 0.453192 0.0859574 27.7374 0.120197 0.390434 7.34501 0.0928366 0 34.5134
10000.00 829.15 0.460248 27.4962 0.00146289 1.68015 0.0135102 0.453645 0.0839785 27.771 0.120316 0.388265 7.3445 0.0919134 0 34.5551
10000.00 828.15 0.459696 27.4427 0.00143279 1.66413 0.0132516 0.454098 0.0820306 27.8043 0.120435 0.386127 7.34398 0.0909986 0 34.5966
10000.00 827.15 0.459150 27.3895 0.00140326 1.64821 0.0129959 0.454552 0.0801134 27.8374 0.120555 0.384017 7.34345 0.0900923 0 34.6377
10000.00 826.15 0.458609 27.3367 0.00137429 1.63239 0.0127431 0.455005 0.078227 27.8702 0.120674 0.381938 7.34291 0.0891942 0 34.6786
10000.00 825.15 0.458072 27.2843 0.00134586 1.61666 0.012493 0.455458 0.076371 27.9029 0.120793 0.379888 7.34237 0.0883043 0 34.7192
10000.00 824.15 0.457541 27.2322 0.00131797 1.60103 0.0122458 0.455912 0.0745454 27.9352 0.120913 0.377867 7.34181 0.0874225 0 34.7595
10000.00 823.15 0.457015 27.1804 0.00129061 1.5855 0.0120015 0.456365 0.07275 27.9674 0.121032 0.375875 7.34125 0.0865487 0 34.7996
10000.00 822.15 0.456493 27.129 0.00126377 1.57007 0.0117601 0.456817 0.0709846 27.9994 0.121151 0.373913 7.34068 0.0856829 0 34.8393
10000.00 821.15 0.455977 27.0779 0.00123744 1.55474 0.0115215 0.457269 0.069249 28.0311 0.121271 0.371979 7.3401 0.084825 0 34.8788
10000.00 820.15 0.455465 27.0272 0.00121161 1.5395 0.0112858 0.457721 0.0675431 28.0626 0.12139 0.370073 7.33952 0.0839749 0 34.918
10000.00 819.15 0.454958 26.9769 0.00118627 1.52436 0.011053 0.458173 0.0658667 28.0939 0.121509 0.368196 7.33893 0.0831324 0 34.9569
10000.00 818.15 0.454456 26.9268 0.00116141 1.50932 0.0108231 0.458623 0.0642196 28.1249 0.121628 0.366348 7.33834 0.0822977 0 34.9955
10000.00 817.15 0.453958 26.8771 0.00113703 1.49437 0.0105962 0.459073 0.0626016 28.1557 0.121747 0.364527 7.33774 0.0814705 0 35.0339
10000.00 816.15 0.453465 26.8277 0.00111312 1.47953 0.0103721 0.459523 0.0610125 28.1864 0.121865 0.362735 7.33713 0.0806508 0 35.072
10000.00 815.15 0.452977 26.7787 0.00108966 1.46478 0.0101509 0.459971 0.0594522 28.2167 0.121984 0.36097 7.33652 0.0798386 0 35.1098
10000.00 814.15 0.452493 26.73 0.00106666 1.45013 0.00993273 0.460419 0.0579203 28.2469 0.122102 0.359233 7.33591 0.0790337 0 35.1473
10000.00 813.15 0.452013 26.6816 0.0010441 1.43557 0.00971744 0.460866 0.0564168 28.2769 0.12222 0.357523 7.33529 0.0782361 0 35.1846
10000.00 812.15 0.451538 26.6336 0.00102197 1.42112 0.00950508 0.461312 0.0549414 28.3066 0.122338 0.35584 7.33466 0.0774458 0 35.2216
10000.00 811.15 0.451068 26.5858 0.00100027 1.40676 0.00929566 0.461757 0.0534939 28.3362 0.122455 0.354185 7.33404 0.0766625 0 35.2584
10000.00 810.15 0.450602 26.5384 0.000978988 1.39249 0.00908918 0.462201 0.052074 28.3655 0.122573 0.352556 7.33341 0.0758864 0 35.2948
10000.00 809.15 0.450140 26.4913 0.00095812 1.37833 0.00888563 0.462643 0.0506815 28.3946 0.12269 0.350954 7.33278 0.0751173 0 35.3311
10000.00 808.15 0.449682 26.4446 0.000937657 1.36426 0.00868503 0.463085 0.0493163 28.4235 0.122807 0.349378 7.33214 0.0743552 0 35.367
10000.00 807.15 0.449229 26.3981 0.000917593 1.35029 0.00848736 0.463525 0.0479781 28.4521 0.122923 0.347828 7.3315 0.0735999 0 35.4027
10000.00 806.15 0.448780 26.352 0.000897919 1.33641 0.00829263 0.463964 0.0466666 28.4806 0.123039 0.346305 7.33086 0.0728515 0 35.4381
10000.00 805.15 0.448335 26.3062 0.00087863 1.32263 0.00810084 0.464402 0.0453815 28.5089 0.123155 0.344807 7.33022 0.0721099 0 35.4733
10000.00 804.15 0.447680 26.2466 0.0013285 1.31539 0.00692447 0.463218 0.0386246 28.5506 0.12284 0.320773 7.33726 0.071349 0 35.5252
10000.00 803.15 0.447245 26.2014 0.00129663 1.30172 0.00675927 0.463623 0.0375316 28.5784 0.122947 0.319269 7.33672 0.0706202 0 35.5597
10000.00 802.15 0.446814 26.1566 0.0012654 1.28815 0.00659648 0.464026 0.0364605 28.6059 0.123054 0.317791 7.33617 0.0698981 0 35.5941
10000.00 801.15 0.446387 26.1121 0.00123481 1.27468 0.00643619 0.464429 0.0354115 28.6333 0.12316 0.316337 7.33562 0.0691825 0 35.6281
10000.00 800.15 0.445963 26.0678 0.00120484 1.2613 0.0062784 0.46483 0.0343845 28.6605 0.123266 0.314907 7.33508 0.0684735 0 35.6619
10000.00 799.15 0.445544 26.0239 0.00117548 1.24802 0.00612311 0.46523 0.0333792 28.6875 0.123372 0.313501 7.33453 0.0677708 0 35.6955
10000.00 798.15 0.445128 25.9803 0.00114673 1.23484 0.00597031 0.465628 0.0323954 28.7143 0.123478 0.312118 7.33398 0.0670746 0 35.7288
10000.00 797.15 0.444717 25.9369 0.00111858 1.22175 0.00582001 0.466026 0.031433 28.7408 0.123583 0.310759 7.33343 0.0663846 0 35.7619
10000.00 796.15 0.444309 25.8939 0.00109101 1.20876 0.00567221 0.466421 0.0304917 28.7672 0.123688 0.309422 7.33288 0.0657009 0 35.7947
10000.00 795.15 0.443905 25.8512 0.00106401 1.19587 0.00552688 0.466816 0.0295712 28.7934 0.123792 0.308109 7.33233 0.0650234 0 35.8273
10000.00 794.15 0.443504 25.8087 0.00103759 1.18308 0.00538405 0.467208 0.0286714 28.8194 0.123896 0.306818 7.33178 0.0643521 0 35.8597
10000.00 793.15 0.443108 25.7665 0.00101172 1.17038 0.00524368 0.4676 0.0277921 28.8452 0.124 0.305549 7.33123 0.0636868 0 35.8918
10000.00 792.15 0.442715 25.7247 0.000986398 1.15777 0.00510579 0.46799 0.026933 28.8708 0.124103 0.304302 7.33069 0.0630276 0 35.9236
10000.00 791.15 0.442325 25.6831 0.000961615 1.14526 0.00497036 0.468378 0.0260938 28.8962 0.124206 0.303078 7.33015 0.0623744 0 35.9553
10000.00 790.15 0.441940 25.6418 0.000937364 1.13285 0.00483738 0.468764 0.0252744 28.9214 0.124308 0.301875 7.3296 0.0617272 0 35.9866
10000.00 789.15 0.441557 25.6007 0.000913633 1.12053 0.00470685 0.469149 0.0244745 28.9465 0.12441 0.300694 7.32906 0.0610858 0 36.0178
10000.00 788.15 0.441179 25.56 0.000890415 1.10831 0.00457875 0.469532 0.0236938 28.9713 0.124511 0.299533 7.32853 0.0604502 0 36.0487
10000.00 787.15 0.440804 25.5195 0.000867701 1.09618 0.00445308 0.469914 0.0229322 28.996 0.124612 0.298394 7.32799 0.0598204 0 36.0794
10000.00 786.15 0.440432 25.4793 0.000845483 1.08415 0.00432981 0.470293 0.0221893 29.0204 0.124713 0.297276 7.32746 0.0591964 0 36.1098
10000.00 785.15 0.440064 25.4394 0.000823752 1.07221 0.00420895 0.470671 0.0214649 29.0447 0.124813 0.296178 7.32693 0.058578 0 36.14
10000.00 784.15 0.439699 25.3998 0.000802499 1.06037 0.00409047 0.471047 0.0207588 29.0688 0.124913 0.2951 7.32641 0.0579653 0 36.17
10000.00 783.15 0.439338 25.3604 0.000781717 1.04862 0.00397436 0.471421 0.0200706 29.0927 0.125012 0.294042 7.32588 0.0573582 0 36.1997
10000.00 782.15 0.438980 25.3213 0.000761398 1.03696 0.00386061 0.471794 0.0194002 29.1164 0.12511 0.293003 7.32537 0.0567566 0 36.2292
10000.00 781.15 0.438626 25.2825 0.000741533 1.0254 0.00374919 0.472164 0.0187472 29.14 0.125209 0.291984 7.32485 0.0561605 0 36.2585
10000.00 780.15 0.438274 25.244 0.000722114 1.01394 0.0036401 0.472533 0.0181114 29.1633 0.125306 0.290985 7.32434 0.0555698 0 36.2876
10000.00 779.15 0.437926 25.2057 0.000703135 1.00256 0.00353332 0.472899 0.0174926 29.1865 0.125403 0.290004 7.32384 0.0549846 0 36.3164
10000.00 778.15 0.437582 25.1677 0.000684586 0.99128 0.00342881 0.473264 0.0168904 29.2095 0.1255 0.289042 7.32334 0.0544047 0 36.345
10000.00 777.15 0.437240 25.1299 0.00066646 0.980091 0.00332658 0.473626 0.0163045 29.2323 0.125596 0.288098 7.32284 0.0538301 0 36.3734
10000.00 776.15 0.436902 25.0924 0.00064875 0.968996 0.00322659 0.473987 0.0157348 29.2549 0.125692 0.287172 7.32235 0.0532607 0 36.4016
10000.00 775.15 0.436566 25.0552 0.000631449 0.957992 0.00312883 0.474346 0.0151809 29.2774 0.125787 0.286263 7.32187 0.0526966 0 36.4295
10000.00 774.15 0.436234 25.0182 0.000614548 0.94708 0.00303327 0.474702 0.0146426 29.2997 0.125881 0.285373 7.32139 0.0521377 0 36.4573
10000.00 773.15 0.435905 24.9815 0.000598041 0.936261 0.00293989 0.475056 0.0141196 29.3218 0.125975 0.284499 7.32091 0.0515839 0 36.4848
