,Sample,P_kbar,T_K,SiO2_Liq,TiO2_Liq,Al2O3_Liq,FeOt_Liq,MgO_Liq,CaO_Liq,Na2O_Liq,K2O_Liq,P2O5_Liq,H2O_Liq,S_Liq_ppm,logfO2,Fe_sulf_wt%,Cu_sulf_wt%,Ni_sulf_wt%,S_sulf_wt,Fe_FeNiCu_sulf,Cu_FeNiCu_sulf,Ni_FeNiCu_sulf,T_C
166,MAV29,15.0,1773,51.3,1.57,17.62,9.8,7.44,9.29,2.93,0.8,0.0,0.0,1570,-8.34,,,,,,,,1499.85
167,MAV26,15.0,1673,47.6,1.76,17.88,10.17,6.73,9.52,2.71,0.85,0.0,0.0,1380,-9.23,,,,,,,,1399.85
168,MAV64,15.0,1673,51.8,2.5,17.7,8.6,7.3,9.94,1.22,0.9,0.0,0.0,1220,-9.23,,,,,,,,1399.85
169,MAV31,25.0,1773,49.6,0.67,17.21,8.16,7.76,10.55,2.64,0.72,0.0,0.0,880,-8.03,,,,,,,,1499.85
170,MAV45,90.0,2073,49.4,1.66,16.6,6.27,10.39,10.68,2.23,0.6,0.0,0.0,615,-4.17,,,,,,,,1799.85
171,B-12,3.12,1323,43.9,4.69,12.77,14.29,5.57,9.47,2.59,0.57,0.59,6.1,2590,-9.86,,,,,,,,1049.85
172,B-4,2.8899999999999997,1323,44.6,4.54,12.84,13.11,5.47,9.48,2.58,0.57,0.64,5.9,2290,-10.08,,,,,,,,1049.85
173,B-24,2.9899999999999998,1323,48.8,3.25,15.57,12.03,4.66,8.55,3.26,0.69,0.67,2.5,1620,-8.87,,,,,,,,1049.85
174,HK-4,2.9899999999999998,1323,50.1,2.06,13.42,10.11,2.79,6.68,3.71,1.17,1.11,6.4,1610,-9.67,,,,,,,,1049.85
175,HK-5,2.9899999999999998,1323,52.4,2.06,14.05,9.4,2.9,6.53,3.76,1.12,1.11,5.8,1500,-9.67,,,,,,,,1049.85
176,B-23,2.9899999999999998,1323,49.3,3.2,15.48,12.19,4.51,8.58,3.59,0.74,0.69,2.0,1490,-9.17,,,,,,,,1049.85
177,B-17,2.9899999999999998,1323,47.5,3.72,14.71,12.71,4.39,8.97,2.99,0.66,0.65,2.8,1460,-10.07,,,,,,,,1049.85
178,HK-38,2.04,1323,52.2,2.08,14.06,10.74,3.05,6.59,3.67,1.18,1.03,5.2,1300,-9.74,,,,,,,,1049.85
179,B-18,2.9899999999999998,1323,47.8,3.71,14.94,11.46,4.52,8.9,3.26,0.66,0.67,2.6,1260,-10.07,,,,,,,,1049.85
180,HK-39,2.04,1323,52.8,2.18,14.32,9.86,3.12,6.83,3.75,1.22,1.09,4.3,1100,-9.74,,,,,,,,1049.85
181,HK-13,3.04,1323,53.5,2.16,14.5,9.96,3.11,6.88,3.88,1.23,1.15,3.3,870,-10.36,,,,,,,,1049.85
182,HK-33,2.9699999999999998,1323,53.6,2.18,14.4,9.93,3.15,6.96,4.04,1.21,1.05,3.3,860,-9.67,,,,,,,,1049.85
183,HK-14,3.04,1323,53.5,2.19,14.4,9.11,3.1,6.94,3.8,1.23,1.16,3.6,840,-10.26,,,,,,,,1049.85
184,HK-34,2.9699999999999998,1323,53.9,2.16,14.51,9.3,3.16,6.91,3.73,1.22,1.07,3.5,790,-9.57,,,,,,,,1049.85
185,B-11,3.12,1323,44.2,4.67,12.94,12.97,5.43,9.37,2.61,0.59,0.59,6.1,2390,-9.86,,,,,,,,1049.85
186,Ni25,8.0,1723,48.2,0.83,16.14,9.18,10.45,11.98,2.07,0.1,0.0,0.0,1789,-7.53,,,,,,,,1449.85
187,Ni2,8.0,1723,52.1,0.82,18.27,2.82,12.11,12.68,2.14,0.08,0.0,0.0,1642,-7.53,,,,,,,,1449.85
188,Ni27,8.0,1723,54.2,1.55,18.26,2.86,9.05,10.1,2.72,0.64,0.0,0.0,1622,-7.53,,,,,,,,1449.85
189,Ni16,8.0,1723,49.0,1.24,17.49,13.47,7.84,8.39,1.85,0.44,0.0,0.0,1606,-7.53,,,,,,,,1449.85
190,Ni1,8.0,1723,49.5,0.77,17.04,8.18,11.39,11.98,2.12,0.13,0.0,0.0,1601,-7.53,,,,,,,,1449.85
191,Ni13,8.0,1723,55.9,1.63,18.69,0.98,9.98,10.61,1.87,0.53,0.0,0.0,1466,-7.53,,,,,,,,1449.85
192,Ni6,8.0,1723,48.8,0.77,17.02,6.93,10.4,11.82,2.45,0.1,0.0,0.0,1310,-7.53,,,,,,,,1449.85
193,Ni5,8.0,1723,50.9,0.86,17.75,5.07,11.26,12.13,2.27,0.13,0.0,0.0,1300,-7.53,,,,,,,,1449.85
194,Ni20,8.0,1723,56.2,1.62,19.22,2.37,9.04,10.1,1.98,0.53,0.0,0.0,1180,-7.53,,,,,,,,1449.85
195,Ni19,8.0,1723,53.2,1.36,17.76,8.25,8.73,9.3,1.78,0.45,0.0,0.0,1049,-7.53,,,,,,,,1449.85
196,Irll,8.0,1723,48.5,0.73,16.43,8.84,10.42,11.85,2.23,0.11,0.0,0.0,2390,-7.53,,,,,,,,1449.85
197,Pd13,8.0,1723,48.2,1.42,15.85,13.85,8.19,8.72,2.29,0.51,0.0,0.0,2390,-7.53,,,,,,,,1449.85
198,lr19,8.0,1723,48.6,1.45,15.92,14.03,8.11,8.63,2.14,0.52,0.0,0.0,2280,-7.53,,,,,,,,1449.85
199,lr20,8.0,1723,48.3,1.46,16.01,13.83,8.2,8.69,2.07,0.47,0.0,0.0,2070,-7.53,,,,,,,,1449.85
200,Pd14,8.0,1723,47.9,1.48,15.95,13.58,8.34,8.96,2.32,0.47,0.0,0.0,1950,-7.53,,,,,,,,1449.85
201,lr7,8.0,1723,48.5,0.74,16.46,8.62,10.49,12.02,2.15,0.09,0.0,0.0,1860,-7.53,,,,,,,,1449.85
202,lr17,8.0,1723,51.0,1.53,16.97,9.23,8.65,9.21,2.23,0.48,0.0,0.0,1790,-7.53,,,,,,,,1449.85
203,CP52,8.0,1723,48.7,0.75,15.94,7.9,10.97,11.92,2.48,0.08,0.0,0.0,1770,-7.53,,,,,,,,1449.85
204,CP53,8.0,1723,47.9,0.71,16.22,8.12,10.32,11.85,2.5,0.08,0.0,0.0,1690,-7.53,,,,,,,,1449.85
205,CP54,8.0,1723,49.1,0.67,18.44,8.19,10.09,11.65,2.61,0.09,0.0,0.0,1590,-7.53,,,,,,,,1449.85
206,Ir21,8.0,1723,52.4,1.52,17.2,8.32,8.71,9.23,2.22,0.48,0.0,0.0,1550,-7.53,,,,,,,,1449.85
207,Pd8,8.0,1723,55.7,1.69,17.63,2.5,9.26,10.02,2.5,0.55,0.0,0.0,1540,-7.53,,,,,,,,1449.85
208,Irl3,8.0,1723,54.2,1.62,17.2,2.48,8.88,9.94,2.65,0.63,0.0,0.0,1490,-7.53,,,,,,,,1449.85
209,1r24,8.0,1723,52.0,1.28,17.64,8.06,7.88,9.0,2.16,0.51,0.0,0.0,1490,-7.53,,,,,,,,1449.85
210,Ir12,8.0,1723,54.8,1.49,17.42,2.58,8.95,9.79,2.63,0.67,0.0,0.0,1450,-7.53,,,,,,,,1449.85
211,PdlO,8.0,1723,54.4,1.62,17.55,4.6,9.09,9.86,2.56,0.52,0.0,0.0,1410,-7.53,,,,,,,,1449.85
212,Pdll,8.0,1723,51.1,1.54,17.15,8.77,8.67,9.34,2.49,0.51,0.0,0.0,1290,-7.53,,,,,,,,1449.85
213,Irl8,8.0,1723,51.1,1.52,17.12,8.86,8.58,9.21,2.41,0.53,0.0,0.0,1280,-7.53,,,,,,,,1449.85
214,Irl4,8.0,1723,55.4,1.66,17.51,2.45,9.34,9.99,2.36,0.53,0.0,0.0,1240,-7.53,,,,,,,,1449.85
215,Irl5,8.0,1723,54.0,1.63,17.63,4.72,9.38,10.01,2.29,0.48,0.0,0.0,1180,-7.53,,,,,,,,1449.85
216,Pd7,8.0,1723,55.5,1.7,17.55,2.5,9.36,9.96,2.41,0.58,0.0,0.0,1160,-7.53,,,,,,,,1449.85
217,lrl6,8.0,1723,54.5,1.64,17.36,4.61,9.19,9.76,2.2,0.52,0.0,0.0,1080,-7.53,,,,,,,,1449.85
218,Pd9,8.0,1723,54.5,1.66,17.43,4.55,9.12,9.79,2.22,0.54,0.0,0.0,970,-7.53,,,,,,,,1449.85
219,SS9,0.001,1473,36.6,0.58,13.29,32.78,6.06,7.28,0.82,0.1,0.54,0.0,6420,-11.96,,,,,,,,1199.85
220,20,8.0,1573,45.3,1.44,8.1,27.77,3.1,8.36,2.34,0.46,1.11,0.0,5540,-7.45,,,,,,,,1299.85
221,6,8.0,1723,52.4,0.76,4.6,17.17,10.2,10.76,1.48,0.3,0.63,0.0,5230,-6.17,,,,,,,,1449.85
222,SS3,0.001,1523,38.8,0.85,17.7,29.8,3.2,6.7,1.2,0.14,0.28,0.0,5000,-11.34,,,,,,,,1249.85
223,SS7,0.001,1573,37.7,0.65,18.7,26.4,6.1,7.23,0.88,0.14,0.49,0.0,4500,-10.77,,,,,,,,1299.85
224,13,8.0,1673,51.1,0.61,4.6,15.09,12.4,11.84,1.11,0.13,0.61,0.0,3330,-6.57,,,,,,,,1399.85
225,16,8.0,1623,53.0,0.78,5.8,13.99,11.8,11.0,1.16,0.19,0.63,0.0,3210,-7.0,,,,,,,,1349.85
226,21,8.0,1573,49.5,0.66,7.6,18.07,9.2,11.78,1.18,0.2,0.64,0.0,3170,-7.45,,,,,,,,1299.85
227,5–6,8.0,1773,54.1,1.2,4.96,9.3,20.33,7.44,1.82,0.32,0.74,0.0,2970,-6.19,,,,,,,,1499.85
228,29,8.0,1773,54.9,1.78,6.02,17.23,6.31,9.08,1.63,0.41,0.77,0.0,2830,-5.79,,,,,,,,1499.85
229,7,8.0,1673,51.8,0.6,5.0,5.74,18.9,14.01,1.18,0.18,0.7,0.0,2630,-6.97,,,,,,,,1399.85
230,4,8.0,1723,49.4,0.96,7.4,8.23,17.7,13.12,0.89,0.17,0.64,0.0,2430,-6.57,,,,,,,,1449.85
231,8,8.0,1623,50.2,0.77,7.8,4.27,16.5,15.26,1.44,0.27,1.17,0.0,2250,-7.4,,,,,,,,1349.85
232,5–3,8.0,1773,53.9,1.05,5.01,10.92,22.39,5.96,0.97,0.23,0.78,0.0,2220,-6.19,,,,,,,,1499.85
233,SS6,0.001,1523,44.4,0.81,19.2,15.37,8.1,8.84,1.14,0.24,0.65,0.0,2010,-11.34,,,,,,,,1249.85
234,PGE1b,10.0,1603,52.1,1.8,14.55,10.09,8.12,9.18,2.75,0.0,0.0,0.0,1430,-9.5,,,,,,,,1329.85
235,PGE1d,10.0,1603,50.7,1.78,14.07,10.75,7.59,9.05,3.78,0.0,0.0,0.0,1320,-9.2,,,,,,,,1329.85
236,PGE1c,10.0,1603,51.9,1.92,14.25,9.82,8.04,9.38,2.57,0.0,0.0,0.0,1220,-9.2,,,,,,,,1329.85
237,IPRe4,10.0,1603,52.3,1.73,15.21,10.17,7.97,9.11,2.75,0.0,0.0,0.0,930,-8.9,,,,,,,,1329.85
