,Sample,P_kbar,T_K,SiO2_Liq,TiO2_Liq,Al2O3_Liq,FeOt_Liq,MgO_Liq,CaO_Liq,Na2O_Liq,K2O_Liq,P2O5_Liq,H2O_Liq,S_Liq_ppm,logfO2,Fe_sulf_wt%,Cu_sulf_wt%,Ni_sulf_wt%,S_sulf_wt,Fe_FeNiCu_sulf,Cu_FeNiCu_sulf,Ni_FeNiCu_sulf,T_C
170,,2.0,1123.15,72.78,,12.05,0.0,,0.27,4.0,3.84,,,130.0,,,,,,,,,850.0000000000001
171,,2.0,1123.15,70.86,,12.14,0.0,,0.24,3.67,3.98,,,180.0,,,,,,,,,850.0000000000001
172,,2.0,1123.15,72.3,,12.11,0.0,,0.2,3.9,3.98,,,130.0,,,,,,,,,850.0000000000001
173,,2.0,1123.15,72.53,,12.34,0.0,,0.13,3.92,3.92,,,320.0,,,,,,,,,850.0000000000001
174,,2.0,1123.15,72.64,,12.06,0.0,,0.3,3.83,3.86,,,100.0,,,,,,,,,850.0000000000001
175,,2.0,1123.15,72.81,,12.14,0.0,,0.5,3.92,3.87,,,62.0,,,,,,,,,850.0000000000001
176,,2.0,1223.15,77.07,,10.07,0.0,,0.067,2.16,2.37,,,4600.0,,,,,,,,,950.0000000000001
177,,2.0,1163.15,72.06,,11.93,0.0,,0.68,3.75,3.89,,,120.0,,,,,,,,,890.0000000000001
178,,2.0,1163.15,73.01,,12.18,0.0,,0.21,3.9,3.88,,,190.0,,,,,,,,,890.0000000000001
179,,25.0,1173.15,65.8,,13.44,0.26,0.12,0.57,3.56,5.34,,10.9,469.0,,,,,,,,,900.0000000000001
180,,25.0,1173.15,65.0,,12.1,0.4,0.43,1.22,2.37,4.56,,13.9,268.3,,,,,,,,,900.0000000000001
181,,25.0,1173.15,65.03,,13.57,0.38,0.17,0.89,3.46,4.81,,11.7,316.0,,,,,,,,,900.0000000000001
182,,25.0,1173.15,66.58,,13.79,0.48,0.14,0.15,3.95,5.03,,9.9,285.7,,,,,,,,,900.0000000000001
183,,25.0,1273.15,65.14,,12.07,1.25,0.33,2.23,2.18,4.75,,12.1,2674.0,,,,,,,,,1000.0000000000001
184,,25.0,1273.15,67.3,0.15,15.11,0.18,0.11,0.49,2.83,5.36,,8.5,433.7,,,,,,,,,1000.0000000000001
185,,25.0,1273.15,67.81,0.14,14.41,0.65,0.27,0.19,2.92,5.78,,7.8,1929.6,,,,,,,,,1000.0000000000001
