Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O CO2 
134 3000.00 1114.35 99.968407 47.5947 1.92544 12.3945 1.38744 0 11.2427 0.235997 6.20991 0 0 10.6349 2.33188 0.231315 0.176998 5.59364 0.040563
135 3000.00 1109.36 99.656791 47.7435 1.86056 12.4141 1.31995 0 11.1556 0.236735 6.20069 0 0 10.6681 2.33917 0.232038 0.177551 5.6113 0.0407304
136 3000.00 1104.37 99.355836 47.8881 1.79742 12.433 1.25489 0 11.0706 0.237452 6.19186 0 0 10.7004 2.34626 0.232741 0.178089 5.62829 0.0408538
137 3000.00 1099.38 99.069170 48.0267 1.73676 12.4509 1.19305 0 10.9889 0.238139 6.1835 0 0 10.7314 2.35304 0.233414 0.178605 5.64458 0.040972
138 3000.00 1094.39 98.795851 48.1595 1.67843 12.4681 1.13424 0 10.9103 0.238798 6.17558 0 0 10.7611 2.35955 0.23406 0.179099 5.6602 0.0410853
139 3000.00 1089.39 98.535020 48.287 1.62231 12.4844 1.07831 0 10.8345 0.23943 6.16807 0 0 10.7896 2.3658 0.23468 0.179573 5.67518 0.0411941
140 3000.00 1084.40 98.285896 48.4094 1.56825 12.5 1.02509 0 10.7614 0.240037 6.16094 0 0 10.8169 2.3718 0.235275 0.180028 5.68956 0.0412985
141 3000.00 1079.41 98.047765 48.527 1.51616 12.5148 0.974455 0 10.6909 0.24062 6.15418 0 0 10.8432 2.37756 0.235846 0.180465 5.70338 0.0413988
142 3000.00 1074.42 97.819971 48.64 1.46593 12.529 0.926264 0 10.6229 0.241181 6.14775 0 0 10.8684 2.38309 0.236395 0.180885 5.71666 0.0414952
143 3000.00 1069.43 97.601913 48.7487 1.41745 12.5426 0.880392 0 10.5572 0.241719 6.14164 0 0 10.8927 2.38842 0.236923 0.18129 5.72944 0.0415879
144 3000.00 1064.44 97.326869 48.8615 1.37102 12.5639 0.836667 0 10.4841 0.242234 6.11538 0 0 10.9233 2.39517 0.237593 0.181802 5.74563 0.0417055
145 3000.00 1059.45 96.185810 49.0516 1.29557 12.6087 0.817474 0 10.4265 0.243731 5.93916 0 0 10.9142 2.42267 0.240411 0.183959 5.81379 0.0422002
146 3000.00 1054.46 94.562658 49.3077 1.17248 12.6339 0.803219 0 10.4116 0.246403 5.74062 0 0 10.8334 2.46248 0.244538 0.187116 5.91358 0.0429246
147 3000.00 1049.47 93.054751 49.5502 1.05921 12.6637 0.789005 0 10.3885 0.248884 5.54823 0 0 10.7599 2.50071 0.248501 0.190148 6.00941 0.0436201
148 3000.00 1044.47 91.645410 49.7794 0.955229 12.698 0.775067 0 10.3586 0.251202 5.36156 0 0 10.6919 2.53757 0.252322 0.193072 6.10182 0.0442909
149 3000.00 1039.48 90.237796 50.0165 0.857336 12.7433 0.760802 0 10.3223 0.253525 5.17165 0 0 10.6288 2.57555 0.256258 0.196084 6.17789 0.0399363
150 3000.00 1034.49 88.411664 50.1835 0.791359 12.8453 0.736572 0 10.3398 0.257802 4.9701 0 0 10.4656 2.62555 0.261551 0.200134 6.28647 0.0362667
151 3000.00 1029.50 86.555670 50.3348 0.735292 12.9618 0.71062 0 10.3647 0.262509 4.76786 0 0 10.2818 2.6783 0.26716 0.204426 6.39839 0.0323075
152 3000.00 1024.51 84.785035 50.4829 0.68332 13.0797 0.685328 0 10.3834 0.267166 4.56951 0 0 10.1009 2.73073 0.272739 0.208695 6.50712 0.0285082
153 3000.00 1019.52 83.091388 50.6285 0.635151 13.1992 0.660621 0 10.3958 0.271779 4.37485 0 0 9.92256 2.78291 0.278298 0.212949 6.61248 0.0248764
154 3000.00 1014.53 81.466904 50.7726 0.59051 13.3202 0.636427 0 10.4019 0.276354 4.18367 0 0 9.74669 2.83493 0.283847 0.217195 6.71421 0.0214232
155 3000.00 1009.54 79.904173 50.916 0.549148 13.4429 0.612675 0 10.4017 0.2809 3.99573 0 0 9.57309 2.8869 0.289399 0.221443 6.81197 0.0181634
