System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2(absolute) rhol rhos viscosity aH2O chisqr
142 3000.00 950.44 62.427361 0.9579850528128231 0.958307 -770983.961857 184.541473 27.355558 91.585756 -300.296167 4256.573196 -15.251 -15.251 2.281306 2.299694 2.127 n/a n/a
143 3000.00 945.43 59.815950 0.9587754756597096 0.959355 -739963.333776 176.866989 26.298861 87.613084 -288.213876 4091.818527 -15.422 -15.422 2.273095 2.306910 2.171 n/a n/a
144 3000.00 940.42 57.359419 0.9600855782119025 0.960761 -710984.043091 169.664754 25.307075 83.899407 -276.873074 3937.799990 -15.587 -15.587 2.264944 2.305540 2.214 n/a n/a
145 3000.00 935.41 55.079128 0.9613041278723704 0.962066 -684157.725530 162.970265 24.385572 80.458622 -266.433202 3794.724153 -15.748 -15.748 2.256887 2.304065 2.256 n/a n/a
146 3000.00 930.39 52.956987 0.9624659524579514 0.963300 -659248.816409 156.731917 23.527001 77.262536 -256.778949 3661.428729 -15.904 -15.904 2.248954 2.302052 2.297 n/a n/a
147 3000.00 925.38 50.978509 0.9635749035182941 0.964466 -636068.162250 150.907477 22.725385 74.287957 -247.827654 3536.984317 -16.056 -16.056 2.241168 2.299496 2.337 n/a n/a
148 3000.00 920.37 49.130839 0.9646358445613579 0.965572 -614449.444883 145.459476 21.975425 71.514354 -239.500541 3420.543900 -16.204 -16.204 2.233550 2.296499 2.376 n/a n/a
149 3000.00 915.36 47.403215 0.9656379976602462 0.966613 -594254.019864 140.356110 21.272660 68.924271 -231.736502 3311.398562 -16.346 -16.346 2.226116 2.293434 2.414 n/a n/a
150 3000.00 910.35 45.785945 0.9665613547123652 0.967575 -575358.514895 135.568846 20.613131 66.502025 -224.496609 3208.970663 -16.483 -16.483 2.218877 2.290613 2.450 n/a n/a
151 3000.00 905.34 44.266547 0.9674748310190265 0.968505 -557607.881942 131.064173 19.992133 64.229419 -217.718199 3112.586740 -16.617 -16.617 2.211842 2.286647 2.486 n/a n/a
152 3000.00 900.33 42.838407 0.9683473060025487 0.969388 -540920.006594 126.821566 19.406815 62.095260 -211.356746 3021.739340 -16.747 -16.747 2.205019 2.282462 2.520 n/a n/a
153 3000.00 895.32 41.494106 0.9691832471027158 0.970229 -525203.926919 122.819726 18.854228 60.087963 -205.372096 2935.961370 -16.873 -16.873 2.198412 2.278128 2.553 n/a n/a
154 3000.00 890.31 40.227056 0.9699873808262109 0.971034 -510379.684765 119.039778 18.331771 58.197276 -199.729115 2854.840263 -16.996 -16.996 2.192024 2.273708 2.584 n/a n/a
155 3000.00 885.30 39.031412 0.9707642478183263 0.971808 -496377.121680 115.465013 17.837156 56.414134 -194.397320 2778.012708 -17.116 -17.116 2.185857 2.269261 2.615 n/a n/a
156 3000.00 880.28 37.901987 0.9715179829761998 0.972557 -483134.618060 112.080618 17.368367 54.730512 -189.350438 2705.159155 -17.234 -17.234 2.179912 2.264838 2.644 n/a n/a
157 3000.00 875.27 36.834162 0.9722521652224920 0.973283 -470597.900588 108.873417 16.923623 53.139282 -184.565937 2635.998310 -17.349 -17.349 2.174188 2.260485 2.673 n/a n/a
158 3000.00 870.26 35.823804 0.9729697387831623 0.973991 -458718.943858 105.831632 16.501343 51.634083 -180.024519 2570.281793 -17.461 -17.461 2.168686 2.256237 2.700 n/a n/a
159 3000.00 865.25 34.867198 0.9736729973321746 0.974684 -447454.986436 102.944673 16.100117 50.209209 -175.709623 2507.789121 -17.572 -17.572 2.163403 2.252121 2.726 n/a n/a
160 3000.00 860.24 33.960982 0.9743636176706815 0.975363 -436767.672918 100.202948 15.718672 48.859509 -171.606950 2448.323157 -17.680 -17.680 2.158337 2.248156 2.751 n/a n/a
161 3000.00 855.23 33.102088 0.9750427272235145 0.976029 -426622.324769 97.597709 15.355855 47.580295 -167.704029 2391.706112 -17.787 -17.787 2.153487 2.244353 2.775 n/a n/a
162 3000.00 850.22 32.287702 0.9757109902199731 0.976684 -416987.334985 95.120917 15.010611 46.367280 -163.989849 2337.776144 -17.892 -17.892 2.148850 2.240715 2.798 n/a n/a
163 3000.00 845.21 31.515229 0.9763686999837184 0.977327 -407833.675728 92.765141 14.681965 45.216513 -160.454537 2286.384550 -17.996 -17.996 2.144422 2.237241 2.820 n/a n/a
164 3000.00 840.20 30.782256 0.9770158686766282 0.977959 -399134.504620 90.523468 14.369013 44.124335 -157.089114 2237.393495 -18.098 -18.098 2.140201 2.233920 2.841 n/a n/a
165 3000.00 835.19 30.086535 0.9776523081156701 0.978579 -390864.854182 88.389441 14.070910 43.087344 -153.885292 2190.674224 -18.198 -18.198 2.136183 2.230740 2.861 n/a n/a
166 3000.00 830.18 29.425963 0.9782776989957683 0.979188 -383001.388896 86.357002 13.786862 42.102362 -150.835326 2146.105683 -18.298 -18.298 2.132364 2.227684 2.881 n/a n/a
167 3000.00 825.16 28.798565 0.9788916471619202 0.979784 -375522.215888 84.420456 13.516122 41.166412 -147.931907 2103.573462 -18.396 -18.396 2.128742 2.224730 2.901 n/a n/a
168 3000.00 820.15 28.202487 0.9794262345077488 0.980290 -368407.024554 82.574170 13.258089 40.276828 -145.209571 2063.174638 -18.485 -18.485 2.125318 2.220359 2.919 n/a n/a
169 3000.00 815.14 27.633173 0.9800841381280683 0.980926 -361590.665562 80.806029 13.010521 39.427007 -142.524896 2024.070221 -18.543 -18.543 2.122086 2.217702 2.937 n/a n/a
170 3000.00 810.13 27.093369 0.9806770440378901 0.981491 -355124.475707 79.123077 12.775086 38.620681 -140.015322 1986.994272 -18.602 -18.602 2.119038 2.214079 2.955 n/a n/a
171 3000.00 805.12 26.579855 0.9812625841588680 0.982044 -348967.974637 77.516221 12.550359 37.853136 -137.626644 1951.552664 -18.662 -18.662 2.116171 2.210004 2.972 n/a n/a
172 3000.00 800.11 26.091169 0.9818399076458446 0.982585 -343104.603330 75.981179 12.335768 37.122152 -135.349269 1917.635508 -18.725 -18.725 2.113478 2.205618 2.989 n/a n/a
173 3000.00 795.10 25.626065 0.9824023588343630 0.983118 -337519.862413 74.514235 12.130804 36.425717 -133.164808 1885.091786 -18.803 -18.803 2.110941 2.202007 3.006 n/a n/a
174 3000.00 790.09 25.183828 0.9829310800135698 0.983622 -332204.233047 73.112933 11.935158 35.762683 -131.098728 1854.029260 -18.885 -18.885 2.108573 2.199012 3.022 n/a n/a
175 3000.00 785.08 24.762696 0.9834465685107072 0.984111 -327139.082742 71.772424 11.748169 35.130598 -129.130943 1824.272882 -18.971 -18.971 2.106370 2.195875 3.039 n/a n/a
176 3000.00 780.07 24.361524 0.9839487844338879 0.984585 -322311.332759 70.489320 11.569381 34.527753 -127.256405 1795.748801 -19.061 -19.061 2.104329 2.192560 3.056 n/a n/a
177 3000.00 775.05 23.979235 0.9844377310141633 0.985044 -317708.632230 69.260425 11.398361 33.952537 -125.470278 1768.386537 -19.157 -19.157 2.102449 2.189030 3.073 n/a n/a
178 3000.00 770.04 23.614815 0.9849134491081424 0.985488 -313319.317649 68.082717 11.234699 33.403432 -123.767927 1742.118836 -19.257 -19.257 2.100727 2.185246 3.090 n/a n/a
179 3000.00 765.03 23.267306 0.9853760110512856 0.985918 -309132.374001 66.953346 11.078008 32.879013 -122.144919 1716.881526 -19.362 -19.362 2.099160 2.181170 3.107 n/a n/a
180 3000.00 760.02 22.935810 0.9858255137601067 0.986333 -305137.397244 65.869619 10.927920 32.377933 -120.597014 1692.613376 -19.473 -19.473 2.097747 2.176761 3.125 n/a n/a
181 3000.00 755.01 22.619479 0.9862620711830019 0.986733 -301324.557838 64.828991 10.784088 31.898928 -119.120162 1669.255958 -19.589 -19.589 2.096485 2.171980 3.143 n/a n/a
182 3000.00 750.00 22.317513 0.9866858057679866 0.987119 -297684.565092 63.829056 10.646184 31.440805 -117.710501 1646.753506 -19.711 -19.711 2.095372 2.166786 3.161 n/a n/a
