Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O 
43 1000.00 1274.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
44 3000.00 1271.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
43 5000.00 1274.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
43 7000.00 1274.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
44 1000.00 1271.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
45 3000.00 1268.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
44 5000.00 1271.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
44 7000.00 1271.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
45 1000.00 1268.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
45 5000.00 1268.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
45 7000.00 1268.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
46 3000.00 1265.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
47 3000.00 1262.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
46 1000.00 1265.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
48 3000.00 1259.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
46 5000.00 1265.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
46 7000.00 1265.00 99.055720 50.1248 2.04446 13.141 1.46202 0 11.8784 0.250977 6.4363 0 0 11.1528 2.47741 0.245998 0.188233 0.497971
47 1000.00 1262.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
49 3000.00 1256.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
47 5000.00 1262.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
47 7000.00 1266.00 99.559359 50.1316 2.03584 13.0961 1.46183 0 11.8597 0.249708 6.49239 0 0 11.1801 2.46621 0.244753 0.187281 0.495452
48 1000.00 1259.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
50 3000.00 1253.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
48 5000.00 1259.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
48 7000.00 1267.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
49 1000.00 1256.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
51 3000.00 1250.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
49 5000.00 1256.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
49 7000.00 1266.00 99.559359 50.1316 2.03584 13.0961 1.46183 0 11.8597 0.249708 6.49239 0 0 11.1801 2.46621 0.244753 0.187281 0.495452
50 1000.00 1253.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
52 3000.00 1247.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
50 5000.00 1253.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
50 7000.00 1266.10 99.609891 50.1323 2.03498 13.0916 1.46181 0 11.8578 0.249581 6.49803 0 0 11.1828 2.46509 0.244629 0.187186 0.495201
53 3000.00 1244.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
51 1000.00 1250.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
51 5000.00 1250.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
51 7000.00 1266.20 99.660452 50.133 2.03412 13.0871 1.46178 0 11.8559 0.249454 6.50368 0 0 11.1855 2.46397 0.244505 0.187091 0.494949
54 3000.00 1241.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
52 1000.00 1247.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
52 5000.00 1247.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
52 7000.00 1266.30 99.711042 50.1337 2.03325 13.0826 1.46176 0 11.8541 0.249328 6.50934 0 0 11.1881 2.46285 0.244381 0.186996 0.494698
55 3000.00 1238.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
53 1000.00 1244.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
53 5000.00 1244.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
56 3000.00 1235.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
53 7000.00 1266.40 99.761662 50.1344 2.03239 13.0781 1.46173 0 11.8522 0.249201 6.51501 0 0 11.1908 2.46173 0.244257 0.186901 0.494447
54 1000.00 1241.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
54 5000.00 1241.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
57 3000.00 1232.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
54 7000.00 1266.50 99.812311 50.1351 2.03152 13.0735 1.4617 0 11.8504 0.249075 6.52068 0 0 11.1934 2.46062 0.244133 0.186806 0.494196
55 1000.00 1238.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
55 5000.00 1238.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
58 3000.00 1229.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
55 7000.00 1266.60 99.862989 50.1358 2.03066 13.069 1.46167 0 11.8485 0.248949 6.52636 0 0 11.1961 2.4595 0.244009 0.186711 0.493945
56 1000.00 1235.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
56 5000.00 1235.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
59 3000.00 1226.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
56 7000.00 1266.70 99.913696 50.1366 2.02979 13.0645 1.46163 0 11.8466 0.248822 6.53204 0 0 11.1987 2.45838 0.243885 0.186617 0.493695
57 1000.00 1232.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
57 5000.00 1232.00 98.804425 50.1224 2.0482 13.1647 1.46253 0 11.8933 0.251616 6.4148 0 0 11.1246 2.4834 0.246623 0.188712 0.499237
60 3000.00 1223.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
57 7000.00 1266.80 99.964431 50.1373 2.02893 13.06 1.4616 0 11.8448 0.248696 6.53774 0 0 11.2013 2.45726 0.243761 0.186522 0.493444
58 1000.00 1229.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
61 3000.00 1220.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
58 5000.00 1233.00 99.308154 50.1287 2.03981 13.1192 1.46218 0 11.8724 0.250339 6.46826 0 0 11.1581 2.47199 0.245372 0.187755 0.496705
58 7000.00 1266.90 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
59 1000.00 1226.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
62 3000.00 1217.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
59 5000.00 1234.00 99.815931 50.1353 2.03137 13.0734 1.46175 0 11.8512 0.249066 6.52218 0 0 11.1912 2.46059 0.244124 0.186799 0.494178
59 7000.00 1266.80 99.964431 50.1373 2.02893 13.06 1.4616 0 11.8448 0.248696 6.53774 0 0 11.2013 2.45726 0.243761 0.186522 0.493444
60 1000.00 1223.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
63 3000.00 1214.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
60 5000.00 1235.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
61 1000.00 1220.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
60 7000.00 1267.20 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
64 3000.00 1211.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
61 5000.00 1234.00 99.815931 50.1353 2.03137 13.0734 1.46175 0 11.8512 0.249066 6.52218 0 0 11.1912 2.46059 0.244124 0.186799 0.494178
62 1000.00 1217.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
61 7000.00 1266.90 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
65 3000.00 1208.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
62 5000.00 1234.10 99.866934 50.136 2.03053 13.0688 1.46171 0 11.849 0.248939 6.52759 0 0 11.1945 2.45945 0.243999 0.186704 0.493926
63 1000.00 1214.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
62 7000.00 1267.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
66 3000.00 1205.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
63 5000.00 1234.20 99.917978 50.1367 2.02968 13.0642 1.46166 0 11.8469 0.248812 6.53302 0 0 11.1978 2.45831 0.243875 0.186609 0.493674
64 1000.00 1211.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
63 7000.00 1261.96 97.545500 50.1069 2.0704 13.2762 1.46198 0 11.9352 0.254863 6.26959 0 0 11.0655 2.51154 0.249806 0.191147 0.505681
67 3000.00 1202.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
65 1000.00 1208.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
64 5000.00 1234.30 99.969063 50.1374 2.02883 13.0596 1.46161 0 11.8448 0.248684 6.53844 0 0 11.2011 2.45717 0.24375 0.186513 0.493421
64 7000.00 1256.92 95.148878 50.0806 2.1127 13.4968 1.46114 0 12.028 0.261283 5.99981 0 0 10.9178 2.56772 0.256098 0.195962 0.518418
66 1000.00 1205.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
68 3000.00 1199.00 99.295220 50.1289 2.03964 13.1211 1.46248 0 11.8757 0.250372 6.47007 0 0 11.1499 2.4725 0.245404 0.187779 0.49677
65 5000.00 1234.40 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
65 7000.00 1251.89 92.872938 50.0596 2.154 13.7123 1.45916 0 12.1186 0.267686 5.73918 0 0 10.7655 2.62345 0.262374 0.200764 0.531122
67 1000.00 1202.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
66 5000.00 1234.30 99.969063 50.1374 2.02883 13.0596 1.46161 0 11.8448 0.248684 6.53844 0 0 11.2011 2.45717 0.24375 0.186513 0.493421
69 3000.00 1200.00 99.798076 50.1352 2.03156 13.0752 1.46185 0 11.8527 0.24911 6.52122 0 0 11.1879 2.46105 0.244168 0.186833 0.494267
68 1000.00 1199.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
66 7000.00 1246.85 90.711371 50.0437 2.19425 13.9227 1.45609 0 12.2064 0.274064 5.48728 0 0 10.6101 2.67867 0.268626 0.205548 0.543778
67 5000.00 1234.70 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
69 1000.00 1196.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
70 3000.00 1201.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
67 7000.00 1241.81 88.657343 50.0328 2.23341 14.128 1.45201 0 12.2912 0.280414 5.24375 0 0 10.4524 2.73335 0.27485 0.21031 0.556377
68 5000.00 1234.40 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
70 1000.00 1193.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
71 3000.00 1200.00 99.798076 50.1352 2.03156 13.0752 1.46185 0 11.8527 0.24911 6.52122 0 0 11.1879 2.46105 0.244168 0.186833 0.494267
69 5000.00 1234.50 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
68 7000.00 1236.77 86.704049 50.0266 2.27144 14.3281 1.44697 0 12.3726 0.286731 5.00826 0 0 10.2931 2.78747 0.281042 0.215048 0.568911
71 1000.00 1190.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
72 3000.00 1200.10 99.848586 50.1359 2.03075 13.0706 1.46178 0 11.8504 0.248984 6.52635 0 0 11.1917 2.4599 0.244044 0.186738 0.494017
70 5000.00 1229.51 97.567640 50.1084 2.06887 13.2771 1.46306 0 11.9446 0.254805 6.28359 0 0 11.0402 2.51183 0.24975 0.191104 0.505566
69 7000.00 1231.74 84.844954 50.0251 2.30832 14.5232 1.44101 0 12.4505 0.293014 4.78051 0 0 10.1326 2.84101 0.2872 0.21976 0.581377
72 1000.00 1187.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
73 3000.00 1200.20 99.899138 50.1365 2.02994 13.066 1.46171 0 11.8481 0.248858 6.53149 0 0 11.1955 2.45876 0.243921 0.186644 0.493767
73 1000.00 1184.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
71 5000.00 1224.52 95.195805 50.0831 2.10955 13.4986 1.4636 0 12.0448 0.261154 6.02591 0 0 10.8713 2.5683 0.255972 0.195865 0.518162
70 7000.00 1226.70 83.073886 50.0282 2.34401 14.7134 1.43418 0 12.5249 0.299261 4.56027 0 0 9.97151 2.89398 0.293323 0.224445 0.593771
74 3000.00 1200.30 99.949730 50.1372 2.02913 13.0614 1.46165 0 11.8458 0.248732 6.53662 0 0 11.1993 2.45761 0.243797 0.186549 0.493517
74 1000.00 1181.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
72 5000.00 1219.53 92.947303 50.0625 2.14914 13.7151 1.46319 0 12.1412 0.267471 5.77592 0 0 10.7016 2.62427 0.262164 0.200604 0.530697
71 7000.00 1221.66 81.385075 50.0358 2.37849 14.8986 1.42652 0 12.5957 0.305471 4.34731 0 0 9.80997 2.94637 0.29941 0.229103 0.606092
75 1000.00 1178.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
75 3000.00 1200.40 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
73 5000.00 1214.54 90.813214 50.0468 2.18763 13.9267 1.46188 0 12.2335 0.273757 5.53336 0 0 10.5313 2.67972 0.268325 0.205318 0.543168
72 7000.00 1216.62 79.773150 50.0477 2.41174 15.0789 1.41804 0 12.6629 0.311643 4.14141 0 0 9.64825 2.99818 0.30546 0.233732 0.618339
76 1000.00 1175.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
76 3000.00 1200.30 99.949730 50.1372 2.02913 13.0614 1.46165 0 11.8458 0.248732 6.53662 0 0 11.1993 2.45761 0.243797 0.186549 0.493517
74 5000.00 1209.55 88.785358 50.0356 2.22497 14.1333 1.45968 0 12.3218 0.28001 5.29803 0 0 10.3608 2.73466 0.274454 0.210007 0.555574
77 1000.00 1172.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
77 3000.00 1200.70 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
73 7000.00 1211.58 78.233125 50.0641 2.44371 15.2545 1.40879 0 12.7264 0.317778 3.94238 0 0 9.48657 3.04941 0.311473 0.238333 0.630511
78 1000.00 1169.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
75 5000.00 1204.56 86.856188 50.029 2.26115 14.335 1.45663 0 12.4062 0.286229 5.06974 0 0 10.1902 2.78909 0.28055 0.214672 0.567914
78 3000.00 1200.40 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
74 7000.00 1206.55 76.760376 50.0846 2.47439 15.4255 1.39879 0 12.7862 0.323875 3.75005 0 0 9.32505 3.10006 0.317449 0.242906 0.642609
79 1000.00 1166.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
79 3000.00 1200.50 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
76 5000.00 1199.57 85.018510 50.027 2.29615 14.532 1.45275 0 12.4865 0.292416 4.84826 0 0 10.0198 2.84302 0.286614 0.219312 0.58019
80 1000.00 1163.00 99.059190 50.1266 2.04279 13.1437 1.46318 0 11.8897 0.250969 6.44962 0 0 11.1234 2.4782 0.245989 0.188226 0.497954
75 7000.00 1201.51 75.350434 50.1095 2.50374 15.5918 1.38805 0 12.8424 0.329935 3.56423 0 0 9.1638 3.15016 0.323389 0.247451 0.654633
80 3000.00 1195.49 97.560359 50.1096 2.06757 13.2806 1.46419 0 11.9541 0.254824 6.29297 0 0 11.0157 2.51281 0.249768 0.191118 0.505604
77 5000.00 1194.59 83.266020 50.0294 2.32992 14.7243 1.44806 0 12.5629 0.29857 4.63343 0 0 9.84958 2.89645 0.292646 0.223928 0.592401
81 1000.00 1164.00 99.552708 50.1324 2.0352 13.098 1.46236 0 11.8655 0.249724 6.498 0 0 11.1654 2.46676 0.24477 0.187293 0.495485
76 7000.00 1196.47 73.999212 50.1385 2.53172 15.7537 1.3766 0 12.8951 0.33596 3.38474 0 0 9.00288 3.1997 0.329294 0.25197 0.666586
81 3000.00 1190.47 95.200507 50.0855 2.10654 13.5042 1.46603 0 12.0622 0.261141 6.04552 0 0 10.8255 2.56987 0.25596 0.195856 0.518137
78 5000.00 1189.60 81.592992 50.0362 2.36244 14.912 1.44259 0 12.6353 0.304692 4.42511 0 0 9.67972 2.94937 0.298647 0.228519 0.604548
82 1000.00 1165.00 100.000000 50.1378 2.02832 13.0568 1.46158 0 11.8435 0.248607 6.54173 0 0 11.2031 2.45648 0.243675 0.186456 0.493269
77 7000.00 1191.43 72.703059 50.1717 2.55831 15.9112 1.36445 0 12.9442 0.341949 3.21146 0 0 8.84236 3.2487 0.335164 0.256462 0.67847
82 3000.00 1185.46 92.962215 50.0659 2.14436 13.7231 1.46706 0 12.1654 0.267428 5.80444 0 0 10.6364 2.62648 0.262122 0.200571 0.530612
83 1000.00 1164.00 99.552708 50.1324 2.0352 13.098 1.46236 0 11.8655 0.249724 6.498 0 0 11.1654 2.46676 0.24477 0.187293 0.495485
79 5000.00 1184.61 79.994159 50.0474 2.39367 15.0952 1.43635 0 12.7038 0.310782 4.22316 0 0 9.51028 3.00181 0.304616 0.233086 0.616631
78 7000.00 1186.40 71.458578 50.209 2.58345 16.0644 1.35163 0 12.9897 0.347904 3.04423 0 0 8.68229 3.29716 0.341001 0.260928 0.690286
83 3000.00 1180.45 90.836392 50.0508 2.18103 13.9374 1.46728 0 12.264 0.273687 5.56962 0 0 10.4484 2.68265 0.268257 0.205265 0.54303
84 1000.00 1164.10 99.602273 50.133 2.03444 13.0935 1.46228 0 11.8631 0.2496 6.50285 0 0 11.1696 2.46562 0.244648 0.1872 0.495238
80 5000.00 1179.62 78.464670 50.0629 2.42357 15.2738 1.42936 0 12.7684 0.31684 4.02746 0 0 9.34133 3.05375 0.310553 0.23763 0.628651
79 7000.00 1181.36 70.262605 50.2505 2.60708 16.2133 1.33813 0 13.0318 0.353826 2.88294 0 0 8.52266 3.34511 0.346806 0.26537 0.702036
84 3000.00 1175.44 88.814797 50.0403 2.21649 14.147 1.46673 0 12.3579 0.279917 5.34098 0 0 10.2615 2.73839 0.274363 0.209938 0.55539
85 1000.00 1164.20 99.651876 50.1336 2.03367 13.0889 1.46219 0 11.8607 0.249476 6.5077 0 0 11.1738 2.46447 0.244526 0.187107 0.494992
81 5000.00 1174.63 77.000044 50.0828 2.4521 15.4481 1.42162 0 12.8292 0.322867 3.83789 0 0 9.17291 3.10521 0.316461 0.24215 0.640608
80 7000.00 1176.32 69.112184 50.2961 2.62914 16.3581 1.32398 0 13.0706 0.359716 2.72746 0 0 8.36349 3.39255 0.352579 0.269787 0.713722
85 3000.00 1170.42 86.889948 50.0343 2.25073 14.3521 1.4654 0 12.4473 0.286118 5.11844 0 0 10.0757 2.79369 0.280441 0.214588 0.567694
86 1000.00 1164.30 99.701519 50.1342 2.03291 13.0843 1.46211 0 11.8582 0.249352 6.51256 0 0 11.178 2.46333 0.244404 0.187014 0.494745
82 5000.00 1169.64 75.596139 50.107 2.47921 15.618 1.41316 0 12.8862 0.328863 3.65434 0 0 9.00503 3.1562 0.322338 0.246647 0.652505
81 7000.00 1171.28 67.846717 50.3386 2.65644 16.4587 1.31326 0 13.1398 0.366425 2.58747 0 0 8.19679 3.4363 0.359015 0.274819 0.727034
87 1000.00 1164.40 99.751201 50.1348 2.03215 13.0797 1.46202 0 11.8558 0.249228 6.51742 0 0 11.1822 2.46219 0.244283 0.186921 0.494499
86 3000.00 1165.41 85.055029 50.0327 2.28368 14.5527 1.46331 0 12.5321 0.29229 4.9019 0 0 9.89106 2.84856 0.286491 0.219218 0.579941
